from_transaction,to_transaction,sequence_gap_seconds
3462748,3484617,706348.0
3484617,3496476,362999.0
3496476,3499401,92306.0
3100992,3126715,455848.0
3126715,3136848,260484.0
3136848,3152037,403352.0
3152037,3153336,18798.0
3153336,3182263,848328.0
3182263,3307706,3623462.0
3307706,3393184,2241681.0
3393184,3404178,293438.0
3404178,3422981,501021.0
3422981,3454369,939393.0
3454369,3494971,1305199.0
3494971,3499846,154175.0
3499846,3545944,1316761.0
3545944,3582204,1127456.0
3582204,3582323,3065.0
3582323,3586396,153191.0
3213889,3581188,10527207.0
3041039,3224229,4267907.0
3016711,3097495,1542312.0
3097495,3106557,155067.0
3106557,3111589,83563.0
3111589,3273626,4426320.0
3297326,3297387,1339.0
3297387,3465230,4632372.0
3465230,3488868,773664.0
3044295,3047560,72707.0
3047560,3304377,6446282.0
3304377,3512113,5832356.0
3216189,3245613,812355.0
3245613,3286168,1162847.0
3337829,3337849,604.0
3337849,3352835,409967.0
3352835,3530102,5236859.0
3391410,3405464,409117.0
3405464,3472387,1946312.0
3008117,3016244,187287.0
3016244,3030820,339114.0
3030820,3093758,1151356.0
3093758,3095487,42432.0
3095487,3095656,1516.0
3095656,3132313,695197.0
3132313,3142463,257452.0
3142463,3143027,7284.0
3143027,3156139,340228.0
3156139,3160559,106644.0
3160559,3174808,426064.0
3174808,3202984,848788.0
3202984,3226993,709333.0
3226993,3247759,525663.0
3247759,3265948,545261.0
3265948,3266528,26553.0
3266528,3266531,14.0
3266531,3274956,228630.0
3274956,3275273,25892.0
3275273,3275281,201.0
3275281,3275282,29.0
3275282,3275293,276.0
3275293,3275340,1010.0
3275340,3294117,548313.0
3294117,3319950,676725.0
3319950,3323172,75756.0
3323172,3385447,1654293.0
3385447,3387868,75933.0
3387868,3391750,102531.0
3391750,3411653,567858.0
3411653,3411657,319.0
3411657,3413824,39733.0
3413824,3416019,68475.0
3416019,3426323,258205.0
3426323,3429494,84898.0
3429494,3435252,166761.0
3435252,3439753,115498.0
3439753,3443442,134613.0
3443442,3446092,82409.0
3446092,3471382,809317.0
3471382,3484370,429130.0
3484370,3488649,149382.0
3488649,3505164,469223.0
3505164,3507130,63696.0
3507130,3516916,268247.0
3516916,3521394,116736.0
3521394,3531625,320623.0
3531625,3535032,94950.0
3535032,3536402,58272.0
3536402,3557180,609550.0
3557180,3557320,2720.0
3557320,3582910,798364.0
3582910,3583520,38162.0
3583520,3589783,202517.0
3589783,3590425,12721.0
3189965,3198350,251695.0
3198350,3243529,1284902.0
3243529,3250048,180500.0
3250048,3347836,2622150.0
3347836,3437673,2517042.0
3437673,3437674,159.0
3437674,3437677,378.0
3437677,3476544,1244844.0
3476544,3528617,1559403.0
3528617,3582224,1637642.0
3246252,3266482,596921.0
3266482,3335101,1818853.0
3335101,3335103,34.0
3335103,3335131,438.0
3335131,3335142,165.0
3335142,3339698,98926.0
3339698,3339725,441.0
3339725,3435087,2654632.0
3435087,3519044,2595754.0
3519044,3519047,15.0
3056139,3060588,84189.0
3060588,3078792,329055.0
3078792,3090954,180142.0
3090954,3096183,79153.0
3096183,3096251,606.0
3096251,3097172,7751.0
3097172,3115233,286195.0
3115233,3173773,1517622.0
3173773,3577486,11589831.0
3031811,3065510,685801.0
3065510,3145730,1531708.0
3145730,3199721,1549848.0
3199721,3218589,554321.0
3218589,3229904,328091.0
3229904,3245505,408090.0
3245505,3303996,1693493.0
3303996,3399609,2546327.0
3399609,3403095,94577.0
3403095,3493145,2697559.0
3109232,3115688,131580.0
3115688,3166874,1259524.0
3166874,3181793,466628.0
3181793,3242210,1733351.0
3242210,3242215,75.0
3242215,3247333,122047.0
3247333,3329846,2256064.0
3197793,3201476,100352.0
3167069,3281435,3327393.0
3047221,3047335,1228.0
3047335,3047378,527.0
3047378,3047383,29.0
3047383,3047392,71.0
3047392,3482099,11401864.0
3050870,3050903,284.0
3050903,3108312,952299.0
3108312,3112830,80255.0
3112830,3378678,7245195.0
3378678,3514053,3989260.0
3117837,3138055,490848.0
3138055,3138061,237.0
3138061,3138072,631.0
3086296,3086324,263.0
3086324,3109492,349002.0
3109492,3241345,3542982.0
3241345,3388201,4039824.0
3388201,3435616,1289527.0
3435616,3501121,2079641.0
3501121,3501193,1613.0
3501193,3501203,88.0
3095048,3095120,694.0
3095120,3130559,636805.0
3024402,3210177,4235700.0
3210177,3331857,3341572.0
3331857,3346584,356891.0
3346584,3346608,371.0
3346608,3421004,2085626.0
3421004,3583810,4971300.0
3075091,3146719,1376467.0
3032621,3053450,445066.0
3053450,3053630,3236.0
3053630,3072612,347385.0
3072612,3084545,184823.0
3084545,3095535,165839.0
3095535,3150829,1149956.0
3150829,3358874,5775284.0
3011979,3031088,435147.0
3031088,3049621,410352.0
3049621,3051117,17938.0
3051117,3078317,504583.0
3078317,3079728,11977.0
3079728,3087329,108305.0
3087329,3097151,151183.0
3097151,3133276,697255.0
3133276,3147687,355180.0
3147687,3147697,277.0
3147697,3172420,691779.0
3172420,3174174,65780.0
3174174,3185220,333616.0
3185220,3187925,81309.0
3187925,3188081,3766.0
3188081,3208878,619592.0
3208878,3209602,12296.0
3209602,3218963,275853.0
3218963,3229913,319066.0
3229913,3244083,351981.0
3244083,3251757,236828.0
3251757,3272436,602089.0
3272436,3276464,105718.0
3276464,3277903,47691.0
3277903,3278170,15600.0
3278170,3292910,443513.0
3292910,3298914,174026.0
3298914,3299280,5934.0
3299280,3303462,106249.0
3303462,3303466,18.0
3303466,3303494,532.0
3303494,3306102,76398.0
3306102,3306394,4643.0
3306394,3309983,94007.0
3309983,3313247,81270.0
3313247,3313264,297.0
3313264,3315669,65336.0
3315669,3325241,190305.0
3325241,3336951,258696.0
3336951,3340598,89229.0
3340598,3342517,66572.0
3342517,3346778,101066.0
3346778,3381406,1007313.0
3381406,3383870,49017.0
3383870,3388718,147452.0
3388718,3406570,512102.0
3406570,3406707,2555.0
3406707,3407319,11385.0
3407319,3413762,169352.0
3413762,3421287,190036.0
3421287,3430599,242492.0
3430599,3431954,56099.0
3431954,3438939,191195.0
3438939,3438974,645.0
3438974,3438990,303.0
3438990,3455709,530005.0
3455709,3466430,345861.0
3466430,3466577,2797.0
3466577,3470970,153570.0
3470970,3476126,168546.0
3476126,3488261,381658.0
3488261,3495094,228008.0
3495094,3496752,44617.0
3496752,3513200,464694.0
3513200,3515015,33556.0
3515015,3517071,69615.0
3517071,3528630,346679.0
3528630,3530575,67575.0
3530575,3535608,130641.0
3535608,3535612,195.0
3535612,3547446,341958.0
3547446,3549754,72433.0
3549754,3570150,608497.0
3570150,3571114,52199.0
3571114,3571827,14780.0
3223687,3226835,88801.0
3545583,3573910,859864.0
3349893,3536308,5502165.0
3018815,3025907,167446.0
3025907,3042705,358284.0
3042705,3077959,675329.0
3077959,3082205,48053.0
3082205,3098126,235476.0
3098126,3099656,22326.0
3099656,3108417,143291.0
3108417,3139099,681423.0
3139099,3139275,2179.0
3139275,3139333,965.0
3139333,3146811,180106.0
3146811,3192590,1305387.0
3192590,3198908,179222.0
3198908,3206037,237959.0
3206037,3206049,144.0
3206049,3207412,26031.0
3207412,3216975,310273.0
3216975,3223298,182330.0
3223298,3238579,384025.0
3238579,3241519,67932.0
3241519,3245277,106611.0
3245277,3245280,585.0
3245280,3246333,40034.0
3246333,3246399,1122.0
3246399,3246463,1446.0
3246463,3246524,1156.0
3246524,3246525,27.0
3246525,3262610,457274.0
3262610,3265554,85538.0
3265554,3268779,91537.0
3268779,3268835,1844.0
3268835,3290845,666477.0
3290845,3291191,6543.0
3291191,3327830,933947.0
3327830,3343136,355587.0
3343136,3375057,892421.0
3375057,3399619,729243.0
3399619,3404074,110331.0
3404074,3404369,5424.0
3404369,3404436,1121.0
3404436,3404442,49.0
3404442,3411022,175835.0
3411022,3411028,128.0
3411028,3422418,312226.0
3422418,3422995,8363.0
3422995,3423004,96.0
3423004,3424954,31249.0
3424954,3424972,405.0
3424972,3424996,552.0
3424996,3425056,2242.0
3425056,3425065,558.0
3425065,3427204,62434.0
3427204,3432743,160035.0
3432743,3433491,12462.0
3433491,3436364,84923.0
3436364,3439445,90178.0
3439445,3441067,64494.0
3441067,3441276,4226.0
3441276,3454379,425640.0
3454379,3463729,286436.0
3463729,3540005,2321607.0
3540005,3540825,14628.0
3540825,3547289,179869.0
3547289,3547318,550.0
3547318,3547471,4757.0
3547471,3547484,699.0
3547484,3547491,438.0
3547491,3547492,4.0
3547492,3547506,235.0
3547506,3547517,516.0
3547517,3553551,201212.0
3553551,3553871,10426.0
3553871,3554295,8331.0
3554295,3555556,22932.0
3555556,3555565,126.0
3555565,3555574,223.0
3555574,3555589,274.0
3017610,3026958,200219.0
3026958,3058199,671964.0
3058199,3076280,298385.0
3076280,3077819,48096.0
3077819,3092549,202905.0
3092549,3098616,86965.0
3098616,3100913,56345.0
3100913,3104167,31585.0
3104167,3138976,752427.0
3138976,3148655,248344.0
3148655,3164578,431830.0
3164578,3175613,304488.0
3175613,3183713,243569.0
3183713,3187317,98197.0
3187317,3187318,11.0
3187318,3201882,434400.0
3201882,3203977,72391.0
3203977,3205351,61553.0
3205351,3208492,93386.0
3208492,3215374,192172.0
3215374,3238447,622421.0
3238447,3240637,62138.0
3240637,3243278,75923.0
3243278,3256611,368684.0
3256611,3259455,85526.0
3259455,3260547,54562.0
3260547,3280710,561413.0
3280710,3282541,63542.0
3282541,3289215,198501.0
3289215,3290142,46188.0
3290142,3295477,165753.0
3295477,3309524,374212.0
3309524,3311881,69152.0
3311881,3313693,27415.0
3313693,3317871,95427.0
3317871,3320442,58010.0
3320442,3325525,98872.0
3325525,3330276,99634.0
3330276,3330286,391.0
3330286,3337058,156219.0
3337058,3344256,180933.0
3344256,3347811,99050.0
3347811,3359504,324556.0
3359504,3360198,16768.0
3360198,3366827,214258.0
3366827,3379231,354902.0
3379231,3381602,76017.0
3381602,3383545,34233.0
3383545,3387928,145359.0
3387928,3391602,99280.0
3391602,3392911,31998.0
3392911,3395344,65855.0
3395344,3398274,85394.0
3398274,3409132,319389.0
3409132,3417199,195297.0
3417199,3417258,868.0
3417258,3418178,27007.0
3418178,3421324,75191.0
3421324,3423115,53911.0
3423115,3448587,726803.0
3448587,3462378,468982.0
3462378,3466509,116714.0
3466509,3470403,142489.0
3470403,3476641,192047.0
3476641,3477315,14469.0
3477315,3480992,142703.0
3480992,3482560,30494.0
3482560,3492150,323349.0
3492150,3493577,27932.0
3493577,3496665,94638.0
3496665,3499701,111652.0
3499701,3511420,298611.0
3511420,3511984,10510.0
3511984,3519528,233207.0
3519528,3521862,72588.0
3521862,3524096,46023.0
3524096,3530631,220088.0
3530631,3533547,87103.0
3533547,3537760,110715.0
3537760,3553778,486207.0
3553778,3558312,120715.0
3558312,3562373,142779.0
3562373,3572574,286872.0
3572574,3580677,267454.0
3060005,3258791,4840640.0
3258791,3258827,782.0
3258827,3314736,1617406.0
3314736,3314740,68.0
3303213,3303271,861.0
3160703,3163767,87711.0
3163767,3163981,5416.0
3163981,3164026,1174.0
3164026,3171842,242026.0
3171842,3173902,72006.0
3173902,3173976,1319.0
3010759,3330631,7853713.0
3330631,3412112,2251245.0
3004484,3029617,597472.0
3029617,3128364,1811217.0
3128364,3131061,47519.0
3131061,3133248,61313.0
3133248,3194016,1708368.0
3194016,3210373,474311.0
3210373,3212666,71562.0
3212666,3212702,843.0
3212702,3214700,71591.0
3214700,3222636,245427.0
3222636,3222661,627.0
3222661,3224928,65345.0
3224928,3228515,100141.0
3228515,3307556,2241508.0
3307556,3307572,675.0
3307572,3307593,701.0
3307593,3309050,27073.0
3309050,3409772,2670288.0
3409772,3410678,14742.0
3410678,3435942,674423.0
3435942,3463487,873743.0
3463487,3486662,764111.0
3486662,3494423,248993.0
3494423,3496572,43228.0
3496572,3503596,220105.0
3503596,3506346,76036.0
3506346,3530984,708556.0
3364433,3447969,2350803.0
3268632,3277141,251589.0
3162186,3162218,544.0
3162218,3162272,935.0
3162272,3162290,301.0
3162290,3162308,211.0
3009203,3130393,2335550.0
3130393,3140654,261860.0
3140654,3151795,305195.0
3151795,3316626,4696641.0
3316626,3383416,1735185.0
3383416,3392444,261758.0
3392444,3392494,1056.0
3392494,3409528,492561.0
3409528,3419353,257403.0
3419353,3500705,2502611.0
3500705,3500754,778.0
3500754,3582537,2434857.0
3261939,3262039,1548.0
3037908,3159234,2418294.0
3159234,3191051,942887.0
3028199,3082251,1052381.0
3082251,3090413,133278.0
3090413,3102726,177993.0
3102726,3102761,379.0
3102761,3105768,63399.0
3105768,3143855,809211.0
3143855,3153529,253212.0
3153529,3182232,844878.0
3182232,3192586,287338.0
3192586,3214203,670025.0
3214203,3217596,94777.0
3217596,3239511,593272.0
3239511,3245149,126888.0
3245149,3263676,563027.0
3263676,3280595,468830.0
3280595,3280599,231.0
3280599,3280600,27.0
3280600,3280612,320.0
3280612,3281169,40870.0
3281169,3296212,449649.0
3296212,3298426,71765.0
3298426,3298552,2793.0
3298552,3308014,260143.0
3308014,3331651,524323.0
3331651,3332284,7351.0
3332284,3338404,152048.0
3338404,3349648,285420.0
3349648,3351944,72560.0
3351944,3433927,2265623.0
3433927,3437284,96028.0
3437284,3437465,4889.0
3437465,3441163,133697.0
3441163,3441211,864.0
3441211,3441227,365.0
3441227,3453706,381349.0
3453706,3455862,74800.0
3455862,3474976,611514.0
3474976,3490804,521020.0
3490804,3496546,174681.0
3496546,3496561,663.0
3496561,3513343,481228.0
3513343,3513345,17.0
3513345,3514991,30838.0
3514991,3549621,1027423.0
3549621,3552325,83514.0
3552325,3563857,346360.0
3563857,3563916,820.0
3013128,3029071,389961.0
3029071,3040005,216312.0
3040005,3040056,816.0
3040056,3044517,92876.0
3044517,3056577,247945.0
3056577,3067053,212660.0
3067053,3067370,7038.0
3067370,3156900,1754676.0
3156900,3160949,103126.0
3160949,3169420,252163.0
3169420,3175359,176644.0
3175359,3193053,522273.0
3193053,3199523,214861.0
3199523,3212544,379964.0
3212544,3215813,93393.0
3215813,3224505,261040.0
3224505,3235336,296703.0
3235336,3240999,124332.0
3240999,3241707,12664.0
3241707,3242178,35233.0
3242178,3249959,205204.0
3249959,3262301,356606.0
3262301,3263084,42903.0
3263084,3263090,323.0
3263090,3269557,185471.0
3269557,3280421,294066.0
3280421,3291058,333110.0
3291058,3295116,137616.0
3295116,3297622,50662.0
3297622,3298715,51370.0
3298715,3301098,70360.0
3301098,3309337,210455.0
3309337,3311296,64231.0
3311296,3321416,201896.0
3321416,3325863,90490.0
3325863,3329949,87730.0
3329949,3330008,1016.0
3330008,3340667,251618.0
3340667,3341545,45570.0
3341545,3350087,210194.0
3350087,3350180,1645.0
3350180,3351635,58855.0
3351635,3351638,71.0
3351638,3357434,159011.0
3357434,3365774,218122.0
3365774,3368477,81994.0
3368477,3389429,607546.0
3389429,3393155,131737.0
3393155,3396082,80710.0
3396082,3410837,389963.0
3410837,3417419,172475.0
3417419,3417491,1065.0
3417491,3420897,88116.0
3420897,3429521,231723.0
3429521,3431675,65824.0
3431675,3433089,28829.0
3433089,3433666,9446.0
3433666,3442919,272407.0
3442919,3445217,75893.0
3445217,3445770,12746.0
3445770,3451673,217377.0
3451673,3452879,24907.0
3452879,3457432,158203.0
3457432,3461058,104479.0
3461058,3467480,223659.0
3467480,3470530,96863.0
3470530,3471749,24513.0
3471749,3471820,1136.0
3471820,3480335,277150.0
3480335,3484946,155136.0
3484946,3484948,59.0
3484948,3490560,177814.0
3490560,3492698,74397.0
3492698,3494015,53726.0
3494015,3494163,4804.0
3494163,3494424,5887.0
3494424,3501424,192968.0
3501424,3501644,3519.0
3501644,3501716,1242.0
3501716,3501731,328.0
3501731,3503111,54602.0
3503111,3503227,3193.0
3503227,3504684,26745.0
3504684,3508764,97943.0
3508764,3508766,102.0
3508766,3516428,233033.0
3516428,3518801,73838.0
3518801,3523290,115872.0
3523290,3525825,82281.0
3525825,3532898,224622.0
3532898,3537656,126360.0
3537656,3538673,47057.0
3538673,3543304,118276.0
3543304,3549637,180722.0
3549637,3552809,92000.0
3552809,3558589,175896.0
3558589,3565589,220133.0
3565589,3566997,26604.0
3566997,3574917,258428.0
3574917,3576045,51115.0
3576045,3581121,174005.0
3581121,3582492,34399.0
3582492,3582540,867.0
3582540,3586051,137474.0
3586051,3586289,8732.0
3586289,3587896,33727.0
3013951,3019181,107315.0
3019181,3074392,1125073.0
3074392,3162853,1815373.0
3162853,3185676,682836.0
3185676,3203106,519883.0
3203106,3220366,521393.0
3220366,3277688,1584660.0
3277688,3277746,2293.0
3277746,3277775,1111.0
3277775,3302973,756183.0
3302973,3309037,166882.0
3309037,3310219,20938.0
3310219,3379530,1787638.0
3379530,3387475,243061.0
3387475,3399746,350114.0
3399746,3406106,175440.0
3406106,3422537,428806.0
3422537,3510818,2688696.0
3510818,3522486,340055.0
3522486,3542827,606169.0
3542827,3551480,256327.0
3551480,3559770,255893.0
3036087,3039198,73452.0
3039198,3515826,12579947.0
3008503,3009390,13590.0
3009390,3012693,85225.0
3012693,3017731,137628.0
3017731,3021015,51763.0
3021015,3027070,146723.0
3027070,3028804,47260.0
3028804,3033522,109892.0
3033522,3035775,29149.0
3035775,3039739,86045.0
3039739,3040623,41200.0
3040623,3048451,137085.0
3048451,3051597,71999.0
3051597,3051637,379.0
3051637,3052723,15379.0
3052723,3055997,72261.0
3055997,3071112,271584.0
3071112,3091239,326119.0
3091239,3101738,162230.0
3101738,3109004,103467.0
3109004,3122969,262036.0
3122969,3123034,1201.0
3123034,3129271,156711.0
3129271,3129884,8595.0
3129884,3130012,2022.0
3130012,3132651,76623.0
3132651,3137497,110596.0
3137497,3140045,71080.0
3140045,3145301,145525.0
3145301,3150935,123558.0
3150935,3153759,76611.0
3153759,3153791,407.0
3153791,3166507,351241.0
3166507,3172843,191998.0
3172843,3175327,71943.0
3175327,3175344,382.0
3175344,3179464,141955.0
3179464,3179465,10.0
3179465,3180608,19160.0
3180608,3181534,19007.0
3181534,3181535,22.0
3181535,3187417,172216.0
3187417,3188187,47312.0
3188187,3190390,45261.0
3190390,3195283,149374.0
3195283,3195381,1274.0
3195381,3195439,755.0
3195439,3207525,364904.0
3207525,3214605,229001.0
3214605,3216193,32723.0
3216193,3216218,1323.0
3216218,3218899,78858.0
3218899,3218923,891.0
3218923,3218933,326.0
3218933,3227903,266607.0
3227903,3234968,164697.0
3234968,3247733,337130.0
3247733,3247811,1705.0
3247811,3251280,122842.0
3251280,3254572,99730.0
3254572,3256534,33781.0
3256534,3263766,232110.0
3263766,3267128,93294.0
3267128,3273535,178264.0
3273535,3275959,78048.0
3275959,3278112,70126.0
3278112,3279052,18387.0
3279052,3281458,76701.0
3281458,3295765,435803.0
3295765,3297410,28711.0
3297410,3299586,70295.0
3299586,3301093,55641.0
3301093,3306311,126147.0
3306311,3308099,62527.0
3308099,3319353,263044.0
3319353,3327383,169872.0
3327383,3339250,265336.0
3339250,3341012,27491.0
3341012,3344820,124366.0
3344820,3349578,116747.0
3349578,3349661,1347.0
3349661,3391357,1202634.0
3391357,3420828,793906.0
3420828,3429642,235345.0
3429642,3431008,24488.0
3431008,3434019,83262.0
3434019,3434741,33363.0
3434741,3435278,23197.0
3435278,3437662,64388.0
3437662,3437670,735.0
3437670,3442613,138532.0
3442613,3443231,20263.0
3443231,3445557,69481.0
3445557,3446008,22821.0
3446008,3466421,660524.0
3466421,3474966,268188.0
3474966,3500137,824477.0
3500137,3505798,133878.0
3505798,3521061,424131.0
3521061,3531126,321989.0
3531126,3543222,350196.0
3543222,3544495,23966.0
3544495,3545243,43569.0
3545243,3558229,375252.0
3235860,3405499,4657813.0
3405499,3453982,1372380.0
3453982,3489283,1145305.0
3489283,3565717,2237239.0
3565717,3573529,249945.0
3573529,3573562,1828.0
3038532,3275368,5769404.0
3275368,3473655,5539141.0
3473655,3473678,415.0
3028477,3047620,416765.0
3047620,3054118,149972.0
3054118,3060265,104431.0
3060265,3071002,187867.0
3071002,3114339,683809.0
3114339,3118175,77258.0
3118175,3124988,155477.0
3124988,3125584,7975.0
3125584,3183459,1566302.0
3183459,3189867,181478.0
3189867,3344846,4279618.0
3344846,3445136,2797471.0
3445136,3474343,948198.0
3474343,3520107,1377485.0
3520107,3522175,70869.0
3522175,3530241,250528.0
3160877,3283654,3552375.0
3283654,3294567,335466.0
3294567,3294597,679.0
3004317,3006452,32285.0
3006452,3016328,245832.0
3016328,3036050,443029.0
3036050,3037252,49623.0
3037252,3056888,382369.0
3056888,3068568,229147.0
3068568,3110250,638880.0
3110250,3117003,137981.0
3117003,3121935,93464.0
3121935,3129306,171777.0
3129306,3138934,252169.0
3138934,3139726,11663.0
3139726,3154671,365933.0
3154671,3162344,230093.0
3162344,3164344,63499.0
3164344,3184035,563423.0
3184035,3196442,389221.0
3196442,3224650,830561.0
3224650,3281579,1603691.0
3281579,3291311,283627.0
3291311,3303715,354911.0
3303715,3310658,212236.0
3310658,3328392,370628.0
3328392,3359917,798450.0
3359917,3369817,308731.0
3369817,3402122,934728.0
3402122,3435281,877926.0
3435281,3494208,1893656.0
3494208,3500305,178740.0
3012730,3020557,177595.0
3020557,3070011,1025810.0
3070011,3120327,833570.0
3120327,3206181,2355645.0
3206181,3300876,2707290.0
3300876,3300967,5942.0
3300967,3319509,475818.0
3319509,3330332,211295.0
3330332,3419203,2462961.0
3419203,3445277,712558.0
3445277,3487378,1376424.0
3487378,3487395,289.0
3487395,3487441,1021.0
3487441,3489070,65968.0
3496593,3527937,915092.0
3078672,3135275,1033312.0
3135275,3136216,12892.0
3136216,3137299,16853.0
3137299,3137337,782.0
3137337,3140775,86611.0
3140775,3203038,1788786.0
3203038,3266404,1802820.0
3266404,3362180,2530796.0
3362180,3365534,91529.0
3365534,3433438,1890618.0
3433438,3527999,2925181.0
3527999,3570627,1246549.0
3570627,3570639,806.0
3570639,3570660,1728.0
3570660,3570665,565.0
3570665,3570672,1156.0
3317641,3445043,3437298.0
3047615,3128784,1449392.0
3128784,3306659,5037067.0
3306659,3333474,603678.0
3333474,3333486,218.0
3333486,3333525,479.0
3333525,3421038,2421553.0
3393393,3393405,130.0
3393405,3393472,1321.0
3000624,3047868,1074661.0
3047868,3048945,40705.0
3048945,3048947,342.0
3048947,3066964,338988.0
3066964,3075690,140593.0
3075690,3085328,159392.0
3085328,3092157,95088.0
3092157,3092371,1926.0
3092371,3092406,305.0
3092406,3099735,107802.0
3099735,3099738,225.0
3099738,3118485,319009.0
3118485,3126938,177471.0
3126938,3127365,7789.0
3127365,3145457,481028.0
3145457,3211067,1904701.0
3211067,3214724,100563.0
3214724,3215519,13054.0
3215519,3241455,694424.0
3241455,3241504,772.0
3241504,3258371,497299.0
3258371,3268402,279567.0
3268402,3292345,738845.0
3292345,3296010,101134.0
3296010,3350988,1350395.0
3350988,3359406,221893.0
3359406,3418199,1673306.0
3418199,3419070,30127.0
3419070,3431242,293708.0
3431242,3458737,858719.0
3458737,3458751,247.0
3458751,3475422,554256.0
3475422,3492978,560840.0
3492978,3508092,427546.0
3508092,3518500,302863.0
3103302,3325338,5967932.0
3325338,3410229,2322785.0
3296891,3389398,2425420.0
3389398,3439701,1377160.0
3000582,3060319,1328087.0
3060319,3094282,573335.0
3094282,3376919,7460917.0
3376919,3433093,1546373.0
3019242,3051665,700345.0
3051665,3086222,606436.0
3086222,3188417,2398731.0
3188417,3233392,1305488.0
3233392,3233402,107.0
3233402,3233440,491.0
3233440,3233471,398.0
3233471,3233564,1585.0
3233564,3250001,434733.0
3250001,3256186,177381.0
3256186,3286024,870968.0
3286024,3289892,142111.0
3289892,3316342,708326.0
3316342,3367990,1297959.0
3367990,3465812,2843338.0
3465812,3498391,1041516.0
3498391,3508157,261172.0
3508157,3531473,687608.0
3531473,3531477,28.0
3531477,3531493,268.0
3066195,3538929,12745084.0
3299927,3355735,1375134.0
3354913,3585975,6887274.0
3585975,3586162,11514.0
3001226,3032801,761319.0
3032801,3034162,20312.0
3034162,3051046,351276.0
3051046,3108394,951297.0
3108394,3130835,452436.0
3130835,3156738,670809.0
3156738,3222192,1962098.0
3222192,3238042,386792.0
3238042,3294203,1635828.0
3294203,3297483,93009.0
3297483,3376851,2057960.0
3376851,3378766,67403.0
3378766,3386667,210032.0
3386667,3414108,768210.0
3414108,3425404,304777.0
3425404,3427074,28815.0
3427074,3429752,78082.0
3429752,3449625,603187.0
3449625,3457424,257800.0
3457424,3466192,273705.0
3466192,3471214,165724.0
3471214,3474084,89582.0
3474084,3474365,4980.0
3474365,3493445,616159.0
3493445,3527209,991626.0
3527209,3538636,337171.0
3080674,3080708,348.0
3080708,3080723,161.0
3080723,3080772,495.0
3080772,3087844,107720.0
3087844,3495767,11118270.0
3239761,3552448,8913214.0
3013872,3013899,767.0
3013899,3124803,2081265.0
3000403,3238159,5598495.0
3238159,3249017,312238.0
3249017,3290453,1217899.0
3290453,3311114,593019.0
3001020,3003284,75401.0
3003284,3005511,32517.0
3005511,3006914,52145.0
3006914,3007594,13021.0
3007594,3007754,2368.0
3007754,3008563,12121.0
3008563,3016791,189457.0
3016791,3018103,52468.0
3018103,3018130,428.0
3018130,3020758,37945.0
3020758,3022444,56512.0
3022444,3028587,121821.0
3028587,3033488,132125.0
3033488,3038437,99048.0
3038437,3040872,64077.0
3040872,3042512,21126.0
3042512,3044053,19880.0
3044053,3047172,72432.0
3047172,3049712,67209.0
3049712,3049832,1374.0
3049832,3049852,286.0
3049852,3055127,97871.0
3055127,3055263,1569.0
3055263,3060718,96665.0
3060718,3062203,45369.0
3062203,3064569,31356.0
3064569,3064713,1240.0
3064713,3064719,45.0
3064719,3081974,284379.0
3081974,3083030,39632.0
3083030,3084729,15777.0
3084729,3093012,109258.0
3093012,3095415,53784.0
3095415,3095789,3067.0
3095789,3104405,115531.0
3104405,3110214,92768.0
3110214,3121460,226492.0
3121460,3123259,24544.0
3123259,3129355,153706.0
3129355,3130071,10379.0
3130071,3133755,92028.0
3133755,3138428,141133.0
3138428,3148420,248475.0
3148420,3152425,102639.0
3152425,3156057,90461.0
3156057,3157368,20238.0
3157368,3159382,69300.0
3159382,3160196,12648.0
3160196,3161618,57969.0
3161618,3165467,102908.0
3165467,3166070,9735.0
3166070,3168705,83107.0
3168705,3171474,84682.0
3171474,3176409,157554.0
3176409,3176778,6850.0
3176778,3181466,117028.0
3181466,3182385,50704.0
3182385,3183374,16841.0
3183374,3194920,343311.0
3194920,3194939,417.0
3194939,3195068,1937.0
3195068,3196622,61103.0
3196622,3203356,192982.0
3203356,3203512,2576.0
3203512,3203677,3065.0
3203677,3205101,60404.0
3205101,3208127,92705.0
3208127,3211641,98126.0
3211641,3217667,177146.0
3217667,3222061,142134.0
3222061,3222089,2438.0
3222089,3224010,38023.0
3224010,3224994,48296.0
3224994,3225363,10752.0
3225363,3228439,81536.0
3228439,3234062,116944.0
3234062,3234384,4506.0
3234384,3239036,139635.0
3239036,3247288,201285.0
3247288,3249867,79879.0
3249867,3253305,94875.0
3253305,3253440,2361.0
3253440,3254999,63485.0
3254999,3257475,76534.0
3257475,3258539,19535.0
3258539,3260384,68035.0
3260384,3264554,107836.0
3264554,3267961,92844.0
3267961,3275954,242559.0
3275954,3287747,349802.0
3287747,3289341,53525.0
3289341,3292388,101355.0
3292388,3295660,94267.0
3295660,3296034,6592.0
3296034,3303665,199425.0
3303665,3307541,127368.0
3307541,3309344,34222.0
3309344,3314570,142008.0
3314570,3314639,1505.0
3314639,3316558,26397.0
3316558,3316613,764.0
3316613,3318416,57498.0
3318416,3319799,17315.0
3319799,3326669,153820.0
3326669,3327382,11423.0
3327382,3327615,2991.0
3327615,3329467,23119.0
3329467,3333380,86712.0
3333380,3335387,63804.0
3335387,3335537,1792.0
3335537,3343662,189598.0
3343662,3352802,253407.0
3352802,3353080,4066.0
