device_id,DeviceType,DeviceInfo
DEVICE_SM-G530H Build/KTU84P,mobile,SM-G530H Build/KTU84P
DEVICE_Z963VL,mobile,Z963VL
DEVICE_K88,mobile,K88
DEVICE_SM-S906L,mobile,SM-S906L
DEVICE_SAMSUNG SM-J327A Build/NRD90M,mobile,SAMSUNG SM-J327A Build/NRD90M
DEVICE_SM-T310 Build/KOT49H,mobile,SM-T310 Build/KOT49H
DEVICE_Vivo,mobile,Vivo
DEVICE_SM-G930T1,mobile,SM-G930T1
DEVICE_FP2,mobile,FP2
DEVICE_SM-T113 Build/KTU84P,mobile,SM-T113 Build/KTU84P
DEVICE_Redmi Note 4 Build/NRD90M,mobile,Redmi Note 4 Build/NRD90M
DEVICE_LenovoA3300-GV Build/JDQ39,mobile,LenovoA3300-GV Build/JDQ39
DEVICE_2PZC5,mobile,2PZC5
DEVICE_SM-J727T1 Build/NRD90M,mobile,SM-J727T1 Build/NRD90M
DEVICE_G3313 Build/43.0.A.5.79,mobile,G3313 Build/43.0.A.5.79
DEVICE_Studio,mobile,Studio
DEVICE_SM-G930VL Build/NRD90M,mobile,SM-G930VL Build/NRD90M
DEVICE_ALCATEL,mobile,ALCATEL
DEVICE_SM-S550TL,mobile,SM-S550TL
DEVICE_SCH-I435,mobile,SCH-I435
DEVICE_Lenovo A6020l37 Build/LMY47V,mobile,Lenovo A6020l37 Build/LMY47V
DEVICE_SAMSUNG SM-G925I Build/NRD90M,mobile,SAMSUNG SM-G925I Build/NRD90M
DEVICE_SM-G925F Build/NRD90M,mobile,SM-G925F Build/NRD90M
DEVICE_G3423,mobile,G3423
DEVICE_S57 Build/KTU84P,mobile,S57 Build/KTU84P
DEVICE_SAMSUNG SM-J111M Build/LMY47V,mobile,SAMSUNG SM-J111M Build/LMY47V
DEVICE_LG-H810/H81022f,mobile,LG-H810/H81022f
DEVICE_V.40R,mobile,V.40R
DEVICE_MALC,desktop,MALC
DEVICE_SGH-I337M Build/LRX22C,mobile,SGH-I337M Build/LRX22C
DEVICE_SAMSUNG SM-G530T Build/LMY47X,mobile,SAMSUNG SM-G530T Build/LMY47X
DEVICE_SM-S907VL,mobile,SM-S907VL
DEVICE_SM-P355M Build/MMB29M,mobile,SM-P355M Build/MMB29M
DEVICE_Z956 Build/MMB29M,mobile,Z956 Build/MMB29M
DEVICE_VFD,mobile,VFD
DEVICE_Coolpad,mobile,Coolpad
DEVICE_LG-D855 Build/LRX21R,mobile,LG-D855 Build/LRX21R
DEVICE_LG-LK460,mobile,LG-LK460
DEVICE_Moto E (4) Plus Build/NMA26.42-11-3,mobile,Moto E (4) Plus Build/NMA26.42-11-3
DEVICE_GT-N5110,mobile,GT-N5110
DEVICE_HTC One A9s Build/MRA58K,mobile,HTC One A9s Build/MRA58K
DEVICE_LG-D331,mobile,LG-D331
DEVICE_m3,mobile,m3
DEVICE_LG-D850,mobile,LG-D850
DEVICE_SAMSUNG-SM-N900A,mobile,SAMSUNG-SM-N900A
DEVICE_SM-G928F,mobile,SM-G928F
DEVICE_SAMSUNG SM-J710MN Build/MMB29K,mobile,SAMSUNG SM-J710MN Build/MMB29K
DEVICE_SM-G355M Build/KOT49H,mobile,SM-G355M Build/KOT49H
DEVICE_SM-N950U1 Build/NMF26X,mobile,SM-N950U1 Build/NMF26X
DEVICE_ZTE-Z835,mobile,ZTE-Z835
DEVICE_GT-S7580L Build/JDQ39,mobile,GT-S7580L Build/JDQ39
DEVICE_ZTE Blade L5 Build/LMY47I,mobile,ZTE Blade L5 Build/LMY47I
DEVICE_SGH-I317M,mobile,SGH-I317M
DEVICE_5054S Build/LMY47V,mobile,5054S Build/LMY47V
DEVICE_BLU,mobile,BLU
DEVICE_LG-H345,mobile,LG-H345
DEVICE_SM-G928V Build/MMB29K,mobile,SM-G928V Build/MMB29K
DEVICE_LG-D855,mobile,LG-D855
DEVICE_VS880,mobile,VS880
DEVICE_H1611,mobile,H1611
DEVICE_0PM92,mobile,0PM92
DEVICE_5049W Build/NRD90M,mobile,5049W Build/NRD90M
DEVICE_SH-04F,mobile,SH-04F
DEVICE_G8141 Build/47.1.A.5.51,mobile,G8141 Build/47.1.A.5.51
DEVICE_SM-J727VPP Build/NRD90M,mobile,SM-J727VPP Build/NRD90M
DEVICE_LG-H700 Build/NRD90U,mobile,LG-H700 Build/NRD90U
DEVICE_LG-H443/H44312g,mobile,LG-H443/H44312g
DEVICE_BLU LIFE XL Build/L050U,mobile,BLU LIFE XL Build/L050U
DEVICE_LG-H840 Build/MMB29M,mobile,LG-H840 Build/MMB29M
DEVICE_G3223 Build/42.0.A.4.101,mobile,G3223 Build/42.0.A.4.101
DEVICE_LG-V495,mobile,LG-V495
DEVICE_Lenovo TB2-X30F Build/LenovoTB2-X30F,mobile,Lenovo TB2-X30F Build/LenovoTB2-X30F
DEVICE_VS880PP,mobile,VS880PP
DEVICE_SM-J320VPP,mobile,SM-J320VPP
DEVICE_HUAWEI NXT-L09 Build/HUAWEINXT-L09,mobile,HUAWEI NXT-L09 Build/HUAWEINXT-L09
DEVICE_S.N.O.W.4,desktop,S.N.O.W.4
DEVICE_ASUS,mobile,ASUS
DEVICE_LGL52VL Build/LMY47V,mobile,LGL52VL Build/LMY47V
DEVICE_SM-A720F Build/NRD90M,mobile,SM-A720F Build/NRD90M
DEVICE_Moto C Build/NRD90M.046,mobile,Moto C Build/NRD90M.046
DEVICE_verykoolS5525,mobile,verykoolS5525
DEVICE_F5121 Build/34.3.A.0.252,mobile,F5121 Build/34.3.A.0.252
DEVICE_SAMSUNG SM-A720F Build/NRD90M,mobile,SAMSUNG SM-A720F Build/NRD90M
DEVICE_SM-N920R4,mobile,SM-N920R4
DEVICE_HTC6535LVW,mobile,HTC6535LVW
DEVICE_TREKKER-M1,mobile,TREKKER-M1
DEVICE_SCH-I535,mobile,SCH-I535
DEVICE_SAMSUNG SM-N900T Build/LRX21V,mobile,SAMSUNG SM-N900T Build/LRX21V
DEVICE_SM-G360V,mobile,SM-G360V
DEVICE_SAMSUNG SM-A510M Build/NRD90M,mobile,SAMSUNG SM-A510M Build/NRD90M
DEVICE_LG-H540,mobile,LG-H540
DEVICE_MotoG3-TE Build/MPDS24.65-33-1-3,mobile,MotoG3-TE Build/MPDS24.65-33-1-3
DEVICE_SAMSUNG-SM-G870A,mobile,SAMSUNG-SM-G870A
DEVICE_LGL58VL,mobile,LGL58VL
DEVICE_BLA-L29 Build/HUAWEIBLA-L29,mobile,BLA-L29 Build/HUAWEIBLA-L29
DEVICE_TREKKER-X3 Build/MMB29M,mobile,TREKKER-X3 Build/MMB29M
DEVICE_Venue,mobile,Venue
DEVICE_PRA-LX1 Build/HUAWEIPRA-LX1,mobile,PRA-LX1 Build/HUAWEIPRA-LX1
DEVICE_SAMSUNG-SM-G935A,mobile,SAMSUNG-SM-G935A
DEVICE_SAMSUNG SM-G900M Build/LRX21T,mobile,SAMSUNG SM-G900M Build/LRX21T
DEVICE_F3213 Build/36.0.A.2.146,mobile,F3213 Build/36.0.A.2.146
DEVICE_SAMSUNG-SM-T807A,mobile,SAMSUNG-SM-T807A
DEVICE_SAMSUNG-SM-G530AZ Build/LMY48B,mobile,SAMSUNG-SM-G530AZ Build/LMY48B
DEVICE_XT1094,mobile,XT1094
DEVICE_P5026A,mobile,P5026A
DEVICE_XT1096,mobile,XT1096
DEVICE_SAMSUNG SM-T800 Build/MMB29K,mobile,SAMSUNG SM-T800 Build/MMB29K
DEVICE_LG-K450 Build/MXB48T,mobile,LG-K450 Build/MXB48T
DEVICE_SAMSUNG SM-G900T Build/MMB29M,mobile,SAMSUNG SM-G900T Build/MMB29M
DEVICE_Win64,desktop,Win64
DEVICE_KIW-L24,mobile,KIW-L24
DEVICE_Z959 Build/LMY47V,mobile,Z959 Build/LMY47V
DEVICE_0PJA2,mobile,0PJA2
DEVICE_SAMSUNG-SM-N910A,mobile,SAMSUNG-SM-N910A
DEVICE_MAMI,desktop,MAMI
DEVICE_M4,mobile,M4
DEVICE_MotoG3 Build/MPI24.65-25,mobile,MotoG3 Build/MPI24.65-25
DEVICE_RS988,mobile,RS988
DEVICE_SM-G900R4,mobile,SM-G900R4
DEVICE_LG-H931,mobile,LG-H931
DEVICE_5015A Build/LMY47I,mobile,5015A Build/LMY47I
DEVICE_CAM-L23,mobile,CAM-L23
DEVICE_E5506 Build/29.2.A.0.166,mobile,E5506 Build/29.2.A.0.166
DEVICE_SGH-M919N,mobile,SGH-M919N
DEVICE_D2306,mobile,D2306
DEVICE_MYA-L13 Build/HUAWEIMYA-L13,mobile,MYA-L13 Build/HUAWEIMYA-L13
DEVICE_SAMSUNG SM-P580 Build/NRD90M,mobile,SAMSUNG SM-P580 Build/NRD90M
DEVICE_K90U,mobile,K90U
DEVICE_SM-E700M,mobile,SM-E700M
DEVICE_9003A Build/MRA58K,mobile,9003A Build/MRA58K
DEVICE_SCH-I545 Build/LRX22C,mobile,SCH-I545 Build/LRX22C
DEVICE_Moto G (5) Plus Build/NPN25.137-82,mobile,Moto G (5) Plus Build/NPN25.137-82
DEVICE_orbis,mobile,orbis
DEVICE_XT1058,mobile,XT1058
DEVICE_SM-T377P,mobile,SM-T377P
DEVICE_QwestIE8,desktop,QwestIE8
DEVICE_rv:52.9,desktop,rv:52.9
DEVICE_LGLS665 Build/LMY47V,mobile,LGLS665 Build/LMY47V
DEVICE_Intel,desktop,Intel
DEVICE_SAMSUNG-SM-T817A,mobile,SAMSUNG-SM-T817A
DEVICE_Z833,mobile,Z833
DEVICE_5095I Build/MRA58K,mobile,5095I Build/MRA58K
DEVICE_ATT,desktop,ATT
DEVICE_LG-M255,mobile,LG-M255
DEVICE_SAMSUNG SM-G900I Build/MMB29M,mobile,SAMSUNG SM-G900I Build/MMB29M
DEVICE_SM-J327T Build/NRD90M,mobile,SM-J327T Build/NRD90M
DEVICE_LG-K430 Build/MRA58K,mobile,LG-K430 Build/MRA58K
DEVICE_SAMSUNG-SM-G920A Build/MMB29K,mobile,SAMSUNG-SM-G920A Build/MMB29K
DEVICE_SM-G900L,mobile,SM-G900L
DEVICE_SM-A500M Build/LRX22G,mobile,SM-A500M Build/LRX22G
DEVICE_SM-G900V Build/LRX21T,mobile,SM-G900V Build/LRX21T
DEVICE_BBA100-1,mobile,BBA100-1
DEVICE_XT1063 Build/MPB24.65-34-3,mobile,XT1063 Build/MPB24.65-34-3
DEVICE_5057M,mobile,5057M
DEVICE_Blade A460 Build/LMY47O,mobile,Blade A460 Build/LMY47O
DEVICE_SAMSUNG-SM-G900A,mobile,SAMSUNG-SM-G900A
DEVICE_LG-LS995,mobile,LG-LS995
DEVICE_SAMSUNG SM-J700T1 Build/NMF26X,mobile,SAMSUNG SM-J700T1 Build/NMF26X
DEVICE_SM-G800M Build/KOT49H,mobile,SM-G800M Build/KOT49H
DEVICE_D6503,mobile,D6503
DEVICE_ZTE BLADE A321 Build/NMF26F,mobile,ZTE BLADE A321 Build/NMF26F
DEVICE_ZTE A2017U Build/NRD90M,mobile,ZTE A2017U Build/NRD90M
DEVICE_KFSOWI,mobile,KFSOWI
DEVICE_SAMSUNG-SGH-I337,mobile,SAMSUNG-SGH-I337
DEVICE_SM-P550 Build/NMF26X,mobile,SM-P550 Build/NMF26X
DEVICE_LGL84VL Build/NRD90U,mobile,LGL84VL Build/NRD90U
DEVICE_LG-X165g Build/LRX21M,mobile,LG-X165g Build/LRX21M
DEVICE_SLAY,mobile,SLAY
DEVICE_SAMSUNG SM-G928G Build/NRD90M,mobile,SAMSUNG SM-G928G Build/NRD90M
DEVICE_Lenovo TAB 2 A7-30GC Build/KOT49H,mobile,Lenovo TAB 2 A7-30GC Build/KOT49H
DEVICE_A621R,mobile,A621R
DEVICE_ASUS_P00J,mobile,ASUS_P00J
DEVICE_VS985,mobile,VS985
DEVICE_F3113,mobile,F3113
DEVICE_XT1097,mobile,XT1097
DEVICE_YOGA,mobile,YOGA
DEVICE_SM-G935U,mobile,SM-G935U
DEVICE_SM-G900P,mobile,SM-G900P
DEVICE_Lenovo YT3-X50F Build/MMB29M,mobile,Lenovo YT3-X50F Build/MMB29M
DEVICE_SAMSUNG SM-N950F Build/NMF26X,mobile,SAMSUNG SM-N950F Build/NMF26X
DEVICE_SM-G800F Build/MMB29K,mobile,SM-G800F Build/MMB29K
DEVICE_SM-N920A Build/MMB29K,mobile,SM-N920A Build/MMB29K
DEVICE_Z831,mobile,Z831
DEVICE_S6000,mobile,S6000
DEVICE_SM-A310F Build/NRD90M,mobile,SM-A310F Build/NRD90M
DEVICE_LG-M400 Build/NRD90U,mobile,LG-M400 Build/NRD90U
DEVICE_ASUS_Z00UD,mobile,ASUS_Z00UD
DEVICE_HTC6525LVW,mobile,HTC6525LVW
DEVICE_FRD-L14 Build/HUAWEIFRD-L14,mobile,FRD-L14 Build/HUAWEIFRD-L14
DEVICE_SM-G9250,mobile,SM-G9250
DEVICE_Blade A475 Build/LMY47D,mobile,Blade A475 Build/LMY47D
DEVICE_SM-G610M Build/NRD90M,mobile,SM-G610M Build/NRD90M
DEVICE_SM-G720AX,mobile,SM-G720AX
DEVICE_E5506,mobile,E5506
DEVICE_SM-G900M Build/MMB29M,mobile,SM-G900M Build/MMB29M
DEVICE_BLU ENERGY X PLUS Build/LRX21M,mobile,BLU ENERGY X PLUS Build/LRX21M
DEVICE_GT-N7100,mobile,GT-N7100
DEVICE_ONE,mobile,ONE
DEVICE_XT1063 Build/MPB24.65-34,mobile,XT1063 Build/MPB24.65-34
DEVICE_LG-D320 Build/KOT49I.V10a,mobile,LG-D320 Build/KOT49I.V10a
DEVICE_SM-P605V,mobile,SM-P605V
DEVICE_SM-T530,mobile,SM-T530
DEVICE_SM-J110M Build/LMY48B,mobile,SM-J110M Build/LMY48B
DEVICE_LG-D213,mobile,LG-D213
DEVICE_TA-1028 Build/NMF26O,mobile,TA-1028 Build/NMF26O
DEVICE_rv:37.0,desktop,rv:37.0
DEVICE_LG-K428 Build/NRD90U,mobile,LG-K428 Build/NRD90U
DEVICE_TA-1028 Build/NRD90M,mobile,TA-1028 Build/NRD90M
DEVICE_SM-S975L,mobile,SM-S975L
DEVICE_LG-D959,mobile,LG-D959
DEVICE_D5316,mobile,D5316
DEVICE_SAMSUNG SM-G930R4 Build/NRD90M,mobile,SAMSUNG SM-G930R4 Build/NRD90M
DEVICE_SAMSUNG-SM-G925A,mobile,SAMSUNG-SM-G925A
DEVICE_A50C+,mobile,A50C+
DEVICE_6039A Build/LRX22G,mobile,6039A Build/LRX22G
DEVICE_SAMSUNG-SM-J320AZ,mobile,SAMSUNG-SM-J320AZ
DEVICE_HUAWEI Build/MMB28B,mobile,HUAWEI Build/MMB28B
DEVICE_LGUS991,mobile,LGUS991
DEVICE_E5606,mobile,E5606
DEVICE_Ilium L620 Build/NRD90M,mobile,Ilium L620 Build/NRD90M
DEVICE_SM-N910P,mobile,SM-N910P
DEVICE_LG-K330,mobile,LG-K330
DEVICE_SM-N920C Build/NRD90M,mobile,SM-N920C Build/NRD90M
DEVICE_P008 Build/NRD90M,mobile,P008 Build/NRD90M
DEVICE_SM-J530F Build/NRD90M,mobile,SM-J530F Build/NRD90M
DEVICE_SAMSUNG SM-J530GM Build/NRD90M,mobile,SAMSUNG SM-J530GM Build/NRD90M
DEVICE_Moto Z2 Play Build/NPSS26.118-19-11,mobile,Moto Z2 Play Build/NPSS26.118-19-11
DEVICE_Alcatel_5044R Build/NRD90M,mobile,Alcatel_5044R Build/NRD90M
DEVICE_QTAQZ3 Build/KOT49H,mobile,QTAQZ3 Build/KOT49H
DEVICE_HTC6500LVW,mobile,HTC6500LVW
DEVICE_SM-A710M Build/NRD90M,mobile,SM-A710M Build/NRD90M
DEVICE_RCT6S03W12,mobile,RCT6S03W12
DEVICE_BLU STUDIO C 5+5 Build/LRX21M,mobile,BLU STUDIO C 5+5 Build/LRX21M
DEVICE_SM-J727P,mobile,SM-J727P
DEVICE_LG-H815 Build/MRA58K,mobile,LG-H815 Build/MRA58K
DEVICE_GT-I9195L,mobile,GT-I9195L
DEVICE_SM-S327VL,mobile,SM-S327VL
DEVICE_SM-A800I,mobile,SM-A800I
DEVICE_Alcatel_5054O,mobile,Alcatel_5054O
DEVICE_LGL83BL,mobile,LGL83BL
DEVICE_K92,mobile,K92
DEVICE_ALCATEL ONE TOUCH 7047A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7047A Build/JDQ39
DEVICE_BOIE9,desktop,BOIE9
DEVICE_SM-T705,mobile,SM-T705
DEVICE_ASTRO,mobile,ASTRO
DEVICE_XT1580 Build/NPKS25.200-12-9,mobile,XT1580 Build/NPKS25.200-12-9
DEVICE_A1601 Build/LMY47I,mobile,A1601 Build/LMY47I
DEVICE_XT1021 Build/KXC21.5-40,mobile,XT1021 Build/KXC21.5-40
DEVICE_SM-N900P Build/LRX21V,mobile,SM-N900P Build/LRX21V
DEVICE_LG-V700,mobile,LG-V700
DEVICE_LGUS990,mobile,LGUS990
DEVICE_SAMSUNG-SM-J320A Build/NMF26X,mobile,SAMSUNG-SM-J320A Build/NMF26X
DEVICE_LG-K550,mobile,LG-K550
DEVICE_LG-D680,mobile,LG-D680
DEVICE_LG-D693n,mobile,LG-D693n
DEVICE_rv:43.0,desktop,rv:43.0
DEVICE_6045I Build/LRX22G,mobile,6045I Build/LRX22G
DEVICE_XT1575 Build/NPHS25.200-23-1,mobile,XT1575 Build/NPHS25.200-23-1
DEVICE_SAMSUNG SM-J530F Build/NRD90M,mobile,SAMSUNG SM-J530F Build/NRD90M
DEVICE_TA-1025,mobile,TA-1025
DEVICE_SAMSUNG SM-J510MN Build/MMB29M,mobile,SAMSUNG SM-J510MN Build/MMB29M
DEVICE_SM-T110 Build/JDQ39,mobile,SM-T110 Build/JDQ39
DEVICE_A0001 Build/MHC19Q,mobile,A0001 Build/MHC19Q
DEVICE_SAMSUNG SM-J320M Build/LMY47V,mobile,SAMSUNG SM-J320M Build/LMY47V
DEVICE_SPH-L720,mobile,SPH-L720
DEVICE_SM-G928P,mobile,SM-G928P
DEVICE_C6906 Build/14.6.A.1.236,mobile,C6906 Build/14.6.A.1.236
DEVICE_831C,mobile,831C
DEVICE_LG-H830,mobile,LG-H830
DEVICE_SM-N915V,mobile,SM-N915V
DEVICE_E6853 Build/32.4.A.1.54,mobile,E6853 Build/32.4.A.1.54
DEVICE_ONEPLUS,mobile,ONEPLUS
DEVICE_SM-T377T,mobile,SM-T377T
DEVICE_SM-S727VL Build/MMB29M,mobile,SM-S727VL Build/MMB29M
DEVICE_4013M Build/KOT49H,mobile,4013M Build/KOT49H
DEVICE_F3313,mobile,F3313
DEVICE_LG-E450f,mobile,LG-E450f
DEVICE_BBB100-1,mobile,BBB100-1
DEVICE_D5106,mobile,D5106
DEVICE_Beat,mobile,Beat
DEVICE_M4 SS4452 Build/LMY47V,mobile,M4 SS4452 Build/LMY47V
DEVICE_GT-I9060L Build/JDQ39,mobile,GT-I9060L Build/JDQ39
DEVICE_SM-T807T,mobile,SM-T807T
DEVICE_SM-T817T,mobile,SM-T817T
DEVICE_SM-G550T2,mobile,SM-G550T2
DEVICE_SAMSUNG SM-J710MN Build/NRD90M,mobile,SAMSUNG SM-J710MN Build/NRD90M
DEVICE_GT-P3100,mobile,GT-P3100
DEVICE_BG2-W09,mobile,BG2-W09
DEVICE_SM-J700H Build/MMB29K,mobile,SM-J700H Build/MMB29K
DEVICE_Lenovo PB2-650Y Build/MRA58K,mobile,Lenovo PB2-650Y Build/MRA58K
DEVICE_SM-A500W,mobile,SM-A500W
DEVICE_BBB100-2,mobile,BBB100-2
DEVICE_SAMSUNG SM-G800F Build/MMB29K,mobile,SAMSUNG SM-G800F Build/MMB29K
DEVICE_Nexus 6 Build/N6F27M,mobile,Nexus 6 Build/N6F27M
DEVICE_Android 6.0,mobile,Android 6.0
DEVICE_Neffos C5 Build/LMY47D,mobile,Neffos C5 Build/LMY47D
DEVICE_LAVA_A3,mobile,LAVA_A3
DEVICE_GT-S7390,mobile,GT-S7390
DEVICE_P5006A,mobile,P5006A
DEVICE_E6603,mobile,E6603
DEVICE_Lenovo TB3-710I Build/LMY47I,mobile,Lenovo TB3-710I Build/LMY47I
DEVICE_iris 870 Build/MRA58K,mobile,iris 870 Build/MRA58K
DEVICE_XT1032 Build/KXB20.9-1.10-1.24-1.1,mobile,XT1032 Build/KXB20.9-1.10-1.24-1.1
DEVICE_SM-A300H,mobile,SM-A300H
DEVICE_0PAJ5,mobile,0PAJ5
DEVICE_RCT6513W87 Build/MRA58K,mobile,RCT6513W87 Build/MRA58K
DEVICE_SM-G920I,mobile,SM-G920I
DEVICE_ASUS_Z01KD,mobile,ASUS_Z01KD
DEVICE_7048A Build/LRX22G,mobile,7048A Build/LRX22G
DEVICE_LGL57BL,mobile,LGL57BL
DEVICE_Moto C Build/NRD90M.054,mobile,Moto C Build/NRD90M.054
DEVICE_STV100-1,mobile,STV100-1
DEVICE_SM-T800,mobile,SM-T800
DEVICE_E2006,mobile,E2006
DEVICE_Infinit,mobile,Infinit
DEVICE_VK700 Build/LRX22G,mobile,VK700 Build/LRX22G
DEVICE_SM-A520W Build/NRD90M,mobile,SM-A520W Build/NRD90M
DEVICE_Ilium,mobile,Ilium
DEVICE_LG-H932,mobile,LG-H932
DEVICE_TA-1044 Build/NMF26F,mobile,TA-1044 Build/NMF26F
DEVICE_Moto G (4) Build/NPJS25.93-14-13,mobile,Moto G (4) Build/NPJS25.93-14-13
DEVICE_Ilium X520 Build/NRD90M,mobile,Ilium X520 Build/NRD90M
DEVICE_F5121,mobile,F5121
DEVICE_GT-P5110,mobile,GT-P5110
DEVICE_SM-J710GN,mobile,SM-J710GN
DEVICE_SAMSUNG SM-J120H Build/LMY47V,mobile,SAMSUNG SM-J120H Build/LMY47V
DEVICE_E2104,mobile,E2104
DEVICE_XT1023,mobile,XT1023
DEVICE_XT1008,mobile,XT1008
DEVICE_Max,mobile,Max
DEVICE_LG-H525n Build/MRA58K,mobile,LG-H525n Build/MRA58K
DEVICE_LG-H960,mobile,LG-H960
DEVICE_SAMSUNG SM-A320Y Build/NRD90M,mobile,SAMSUNG SM-A320Y Build/NRD90M
DEVICE_SM-T320 Build/KOT49H,mobile,SM-T320 Build/KOT49H
DEVICE_Mi A1 Build/OPR1.170623.026,mobile,Mi A1 Build/OPR1.170623.026
DEVICE_rv:29.0,desktop,rv:29.0
DEVICE_verykools5004,mobile,verykools5004
DEVICE_G620S-L03,mobile,G620S-L03
DEVICE_SM-G928G Build/MMB29K,mobile,SM-G928G Build/MMB29K
DEVICE_EVA-L19 Build/HUAWEIEVA-L19,mobile,EVA-L19 Build/HUAWEIEVA-L19
DEVICE_SAMSUNG SM-G925P Build/MMB29K,mobile,SAMSUNG SM-G925P Build/MMB29K
DEVICE_LG-H340AR,mobile,LG-H340AR
DEVICE_SAMSUNG SM-J500M Build/MMB29M,mobile,SAMSUNG SM-J500M Build/MMB29M
DEVICE_Moto G (5) Build/NPP25.137-15,mobile,Moto G (5) Build/NPP25.137-15
DEVICE_SM-G900T1,mobile,SM-G900T1
DEVICE_Neffos X1 Max Build/NRD90M,mobile,Neffos X1 Max Build/NRD90M
DEVICE_TA-1027 Build/N2G47H,mobile,TA-1027 Build/N2G47H
DEVICE_gxq6580_weg_l Build/LMY47I,mobile,gxq6580_weg_l Build/LMY47I
DEVICE_SM-G930T,mobile,SM-G930T
DEVICE_ZTE BLADE A512 Build/MMB29M,mobile,ZTE BLADE A512 Build/MMB29M
DEVICE_A96 Build/LMY47I,mobile,A96 Build/LMY47I
DEVICE_Alcatel_5098O Build/MMB29M,mobile,Alcatel_5098O Build/MMB29M
DEVICE_SM-G928P Build/NRD90M,mobile,SM-G928P Build/NRD90M
DEVICE_LG-H735 Build/LMY47V,mobile,LG-H735 Build/LMY47V
DEVICE_HTC_D10i,mobile,HTC_D10i
DEVICE_E5803,mobile,E5803
DEVICE_SM-G920R4,mobile,SM-G920R4
DEVICE_SM-J710MN Build/NRD90M,mobile,SM-J710MN Build/NRD90M
DEVICE_NEM-L51 Build/HONORNEM-L51,mobile,NEM-L51 Build/HONORNEM-L51
DEVICE_SM-G318ML,mobile,SM-G318ML
DEVICE_A9,mobile,A9
DEVICE_M4 SS4458 Build/MMB29M,mobile,M4 SS4458 Build/MMB29M
DEVICE_iPhone,mobile,iPhone
DEVICE_F1f Build/LMY47V,mobile,F1f Build/LMY47V
DEVICE_Moto G Play Build/NJH47F,mobile,Moto G Play Build/NJH47F
DEVICE_WAS-LX1A Build/HUAWEIWAS-LX1A,mobile,WAS-LX1A Build/HUAWEIWAS-LX1A
DEVICE_VTR-L29,mobile,VTR-L29
DEVICE_D2306 Build/18.6.A.0.182,mobile,D2306 Build/18.6.A.0.182
DEVICE_Blade A465 Build/LMY47D,mobile,Blade A465 Build/LMY47D
DEVICE_iris 820 Build/MRA58K,mobile,iris 820 Build/MRA58K
DEVICE_Wileyfox,mobile,Wileyfox
DEVICE_Blade L3 Build/KOT49H,mobile,Blade L3 Build/KOT49H
DEVICE_SLA-L02,mobile,SLA-L02
DEVICE_DT0704K08,mobile,DT0704K08
DEVICE_U,mobile,U
DEVICE_Ilium L610 Build/MRA58K,mobile,Ilium L610 Build/MRA58K
DEVICE_A466BG,mobile,A466BG
DEVICE_IdeaTab,mobile,IdeaTab
DEVICE_MotoG3,mobile,MotoG3
DEVICE_ALCATEL ONE TOUCH 5036A Build/JDQ39,mobile,ALCATEL ONE TOUCH 5036A Build/JDQ39
DEVICE_HUAWEI LUA-U23 Build/HUAWEILUA-U23,mobile,HUAWEI LUA-U23 Build/HUAWEILUA-U23
DEVICE_F3213,mobile,F3213
DEVICE_Hisense,mobile,Hisense
DEVICE_LGMS323,mobile,LGMS323
DEVICE_SGP621 Build/23.5.A.1.291,mobile,SGP621 Build/23.5.A.1.291
DEVICE_MotoG3 Build/MPI24.65-25.1,mobile,MotoG3 Build/MPI24.65-25.1
DEVICE_LG-H650 Build/LMY47V,mobile,LG-H650 Build/LMY47V
DEVICE_SM-A300FU Build/MMB29M,mobile,SM-A300FU Build/MMB29M
DEVICE_TA-1025 Build/NMF26F,mobile,TA-1025 Build/NMF26F
DEVICE_LG-H343,mobile,LG-H343
DEVICE_D5316 Build/19.4.A.0.182,mobile,D5316 Build/19.4.A.0.182
DEVICE_SAMSUNG SM-A510F Build/NRD90M,mobile,SAMSUNG SM-A510F Build/NRD90M
DEVICE_ALCATEL ONE TOUCH 7042A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7042A Build/JDQ39
DEVICE_RCT6773W22B,mobile,RCT6773W22B
DEVICE_4047G Build/NRD90M,mobile,4047G Build/NRD90M
DEVICE_F80 PIABELLA Build/MRA58K,mobile,F80 PIABELLA Build/MRA58K
DEVICE_LG-V520,mobile,LG-V520
DEVICE_Moto Z2 Play Build/NPSS26.118-19-14,mobile,Moto Z2 Play Build/NPSS26.118-19-14
DEVICE_SAMSUNG SM-G610M Build/NRD90M,mobile,SAMSUNG SM-G610M Build/NRD90M
DEVICE_4047A Build/NRD90M,mobile,4047A Build/NRD90M
DEVICE_N9136,mobile,N9136
DEVICE_SM-G610F Build/NRD90M,mobile,SM-G610F Build/NRD90M
DEVICE_XT1032,mobile,XT1032
DEVICE_Archos,mobile,Archos
DEVICE_MI,mobile,MI
DEVICE_Redmi 4A Build/N2G47H,mobile,Redmi 4A Build/N2G47H
DEVICE_LG-D625,mobile,LG-D625
DEVICE_SM-G955F,mobile,SM-G955F
DEVICE_1016S,mobile,1016S
DEVICE_RS988 Build/MMB29M,mobile,RS988 Build/MMB29M
DEVICE_SM-G928V,mobile,SM-G928V
DEVICE_BBA100-2,mobile,BBA100-2
DEVICE_SM-J710F Build/NRD90M,mobile,SM-J710F Build/NRD90M
