case_id,opened_at,closed_at,outcome,pattern,n_txns,exposure_usd,report_filed
CC-3190,2016-09-08 00:06:15,2016-09-09 06:06:15,confirmed_fraud,card_not_present_fraud,1,232.04,No
CC-3191,2016-09-08 01:23:37,2016-09-08 22:23:37,confirmed_fraud,account_takeover,2,184.83,No
CC-3192,2016-09-08 01:34:13,2016-09-13 21:34:13,confirmed_fraud,card_not_present_new_device,3,299.94,No
CC-3193,2016-09-08 03:03:39,2016-09-12 12:03:39,confirmed_fraud,card_not_present_new_device,1,75.09,No
CC-3194,2016-09-08 03:08:02,2016-09-10 23:08:02,cleared,none,1,0.0,No
CC-3195,2016-09-08 03:46:02,2016-09-13 19:46:02,confirmed_fraud,card_not_present_fraud,1,250.04,No
CC-3196,2016-09-08 04:55:01,2016-09-12 02:55:01,confirmed_fraud,card_not_present_new_device,3,450.08,No
CC-3197,2016-09-08 05:11:24,2016-09-12 01:11:24,confirmed_fraud,account_takeover,6,585.96,No
CC-3198,2016-09-08 05:17:45,2016-09-13 00:17:45,confirmed_fraud,card_not_present_fraud,1,60.42,No
CC-3199,2016-09-08 05:32:08,2016-09-11 04:32:08,cleared,none,1,0.0,No
CC-3200,2016-09-08 05:59:43,2016-09-12 18:59:43,confirmed_fraud,card_not_present_new_device,1,48.72,No
CC-3201,2016-09-08 06:25:57,2016-09-11 18:25:57,confirmed_fraud,card_not_present_fraud,1,33.59,No
CC-3202,2016-09-08 06:29:37,2016-09-13 20:29:37,confirmed_fraud,account_takeover,6,502.18,No
CC-3203,2016-09-08 07:06:30,2016-09-13 17:06:30,confirmed_fraud,account_takeover,1,39.01,No
CC-3204,2016-09-08 07:38:50,2016-09-10 01:38:50,confirmed_fraud,card_not_present_new_device,2,499.98,No
CC-3205,2016-09-08 07:57:54,2016-09-11 06:57:54,confirmed_fraud,card_not_present_new_device,4,91.08,No
CC-3206,2016-09-08 09:12:22,2016-09-13 02:12:22,confirmed_fraud,card_not_present_new_device,3,100.24,No
CC-3207,2016-09-08 09:17:43,2016-09-13 20:17:43,confirmed_fraud,account_takeover,22,2597.89,Yes
CC-3208,2016-09-08 10:05:03,2016-09-09 20:05:03,confirmed_fraud,account_takeover,2,371.96,No
CC-3209,2016-09-08 10:32:23,2016-09-11 05:32:23,confirmed_fraud,card_not_present_fraud,3,93.96,No
CC-3210,2016-09-08 10:54:17,2016-09-11 05:54:17,confirmed_fraud,card_not_present_new_device,5,249.89,No
CC-3211,2016-09-08 11:11:16,2016-09-11 03:11:16,confirmed_fraud,card_not_present_fraud,1,150.01,No
CC-3212,2016-09-08 11:20:11,2016-09-13 17:20:11,confirmed_fraud,out_of_region_use,15,1092.45,Yes
CC-3213,2016-09-08 11:21:02,2016-09-13 02:21:02,confirmed_fraud,card_not_present_fraud,1,150.02,No
CC-3214,2016-09-08 11:40:57,2016-09-14 01:40:57,confirmed_fraud,account_takeover,11,1133.92,Yes
CC-3215,2016-09-08 11:57:04,2016-09-09 16:57:04,confirmed_fraud,card_not_present_new_device,1,50.06,No
CC-3216,2016-09-08 12:21:18,2016-09-12 01:21:18,confirmed_fraud,card_not_present_new_device,3,449.97,No
CC-3217,2016-09-08 12:43:48,2016-09-10 23:43:48,confirmed_fraud,card_not_present_new_device,1,48.64,No
CC-3218,2016-09-08 12:57:36,2016-09-09 18:57:36,confirmed_fraud,card_not_present_fraud,1,150.04,No
CC-3219,2016-09-08 13:03:26,2016-09-11 02:03:26,confirmed_fraud,card_not_present_new_device,3,924.84,No
CC-3220,2016-09-08 13:27:05,2016-09-14 02:27:05,confirmed_fraud,card_not_present_fraud,1,150.07,No
CC-3221,2016-09-08 13:41:22,2016-09-13 04:41:22,confirmed_fraud,card_not_present_new_device,356,18477.45,Yes
CC-3222,2016-09-08 14:17:30,2016-09-13 20:17:30,confirmed_fraud,account_takeover,4,170.98,No
CC-3223,2016-09-08 15:04:15,2016-09-13 18:04:15,confirmed_fraud,card_not_present_fraud,1,33.46,No
CC-3224,2016-09-08 15:56:41,2016-09-12 22:56:41,confirmed_fraud,out_of_region_use,5,477.96,No
CC-3225,2016-09-08 16:30:23,2016-09-11 07:30:23,confirmed_fraud,card_not_present_fraud,1,100.04,No
CC-3226,2016-09-08 17:43:21,2016-09-12 23:43:21,confirmed_fraud,account_takeover,2,98.98,No
CC-3227,2016-09-08 17:46:33,2016-09-11 17:46:33,confirmed_fraud,account_takeover,1,279.94,No
CC-3228,2016-09-08 18:29:42,2016-09-13 02:29:42,confirmed_fraud,card_not_present_fraud,2,300.04,No
CC-3229,2016-09-08 18:43:54,2016-09-10 16:43:54,confirmed_fraud,card_not_present_fraud,1,67.14,No
CC-3230,2016-09-08 19:01:04,2016-09-11 03:01:04,confirmed_fraud,card_not_present_fraud,1,100.01,No
CC-3231,2016-09-08 20:42:49,2016-09-10 13:42:49,cleared,none,1,0.0,No
CC-3232,2016-09-08 20:47:15,2016-09-12 22:47:15,confirmed_fraud,card_not_present_fraud,1,174.93,No
CC-3233,2016-09-08 20:53:31,2016-09-13 16:53:31,confirmed_fraud,account_takeover,1,28.93,No
CC-3234,2016-09-08 21:53:39,2016-09-13 09:53:39,confirmed_fraud,out_of_region_use,1,25.86,No
CC-3235,2016-09-08 22:01:09,2016-09-13 18:01:09,confirmed_fraud,card_not_present_new_device,1,399.94,No
CC-3236,2016-09-08 22:28:26,2016-09-12 15:28:26,confirmed_fraud,account_takeover,7,444.97,No
CC-3237,2016-09-08 23:30:01,2016-09-10 18:30:01,confirmed_fraud,card_not_present_fraud,2,27.09,No
CC-3238,2016-09-09 00:06:24,2016-09-14 03:06:24,confirmed_fraud,card_not_present_fraud,1,55.94,No
CC-3239,2016-09-09 00:49:14,2016-09-12 10:49:14,confirmed_fraud,card_not_present_new_device,3,1199.96,Yes
CC-3240,2016-09-09 01:21:40,2016-09-12 19:21:40,confirmed_fraud,card_not_present_new_device,3,299.86,No
CC-3241,2016-09-09 01:42:33,2016-09-11 16:42:33,confirmed_fraud,account_takeover,1,54.55,No
CC-3242,2016-09-09 02:01:33,2016-09-11 17:01:33,confirmed_fraud,account_takeover,5,652.11,No
CC-3243,2016-09-09 02:05:29,2016-09-09 20:05:29,confirmed_fraud,card_not_present_new_device,1,300.01,No
CC-3244,2016-09-09 02:46:48,2016-09-14 18:46:48,confirmed_fraud,card_not_present_fraud,1,41.02,No
CC-3245,2016-09-09 02:52:32,2016-09-11 18:52:32,cleared,none,1,0.0,No
CC-3246,2016-09-09 03:34:58,2016-09-13 22:34:58,confirmed_fraud,card_not_present_new_device,4,650.04,No
CC-3247,2016-09-09 03:45:46,2016-09-13 23:45:46,confirmed_fraud,account_takeover,1,261.96,No
CC-3248,2016-09-09 04:13:44,2016-09-10 05:13:44,confirmed_fraud,account_takeover,32,15857.38,Yes
CC-3249,2016-09-09 05:41:59,2016-09-10 01:41:59,confirmed_fraud,out_of_region_use,1,279.94,No
CC-3250,2016-09-09 05:59:12,2016-09-14 07:59:12,confirmed_fraud,card_not_present_new_device,19,1048.56,Yes
CC-3251,2016-09-09 06:29:49,2016-09-11 01:29:49,confirmed_fraud,card_not_present_new_device,2,76.05,No
CC-3252,2016-09-09 06:40:58,2016-09-14 03:40:58,confirmed_fraud,card_not_present_fraud,1,26.14,No
CC-3253,2016-09-09 06:48:34,2016-09-11 21:48:34,confirmed_fraud,account_takeover,1,58.99,No
CC-3254,2016-09-09 07:00:10,2016-09-11 15:00:10,confirmed_fraud,account_takeover,2,215.75,No
CC-3255,2016-09-09 07:27:54,2016-09-11 02:27:54,confirmed_fraud,card_not_present_fraud,1,150.02,No
CC-3256,2016-09-09 07:44:44,2016-09-14 03:44:44,confirmed_fraud,card_not_present_new_device,1,39.88,No
CC-3257,2016-09-09 07:56:17,2016-09-11 19:56:17,confirmed_fraud,out_of_region_use,1,49.06,No
CC-3258,2016-09-09 09:09:29,2016-09-11 14:09:29,confirmed_fraud,card_not_present_new_device,1,49.95,No
CC-3259,2016-09-09 09:13:15,2016-09-12 22:13:15,confirmed_fraud,out_of_region_use,1,86.99,No
CC-3260,2016-09-09 09:52:15,2016-09-12 19:52:15,confirmed_fraud,account_takeover,1,204.99,No
CC-3261,2016-09-09 10:44:39,2016-09-10 12:44:39,confirmed_fraud,account_takeover,2,1576.02,Yes
CC-3262,2016-09-09 11:20:00,2016-09-11 20:20:00,confirmed_fraud,card_not_present_fraud,10,346.36,No
CC-3263,2016-09-09 11:39:32,2016-09-12 21:39:32,confirmed_fraud,card_not_present_new_device,1,149.97,No
CC-3264,2016-09-09 12:27:47,2016-09-12 09:27:47,confirmed_fraud,card_not_present_new_device,1,105.94,No
CC-3265,2016-09-09 12:47:54,2016-09-12 18:47:54,confirmed_fraud,account_takeover,8,2809.94,Yes
CC-3266,2016-09-09 13:37:46,2016-09-13 21:37:46,confirmed_fraud,account_takeover,1,54.04,No
CC-3267,2016-09-09 13:40:21,2016-09-14 17:40:21,confirmed_fraud,out_of_region_use,1,86.94,No
CC-3268,2016-09-09 14:06:59,2016-09-11 23:06:59,confirmed_fraud,out_of_region_use,1,43.93,No
CC-3269,2016-09-09 14:07:40,2016-09-11 20:07:40,confirmed_fraud,card_not_present_fraud,1,47.21,No
CC-3270,2016-09-09 14:07:41,2016-09-10 11:07:41,cleared,none,1,0.0,No
CC-3271,2016-09-09 16:27:14,2016-09-14 18:27:14,confirmed_fraud,card_not_present_new_device,16,583.99,No
CC-3272,2016-09-09 18:08:02,2016-09-12 01:08:02,confirmed_fraud,card_not_present_fraud,2,299.97,No
CC-3273,2016-09-09 18:17:52,2016-09-12 20:17:52,confirmed_fraud,account_takeover,2,97.9,No
CC-3274,2016-09-09 18:52:26,2016-09-15 14:52:26,confirmed_fraud,card_not_present_new_device,1,299.99,No
CC-3275,2016-09-09 19:06:27,2016-09-10 16:06:27,confirmed_fraud,card_not_present_new_device,1,150.08,No
CC-3276,2016-09-09 19:56:33,2016-09-14 20:56:33,confirmed_fraud,out_of_region_use,1,117.07,No
CC-3277,2016-09-09 20:10:52,2016-09-11 01:10:52,confirmed_fraud,card_not_present_new_device,7,306.04,No
CC-3278,2016-09-09 20:22:25,2016-09-11 16:22:25,confirmed_fraud,card_not_present_fraud,1,175.05,No
CC-3279,2016-09-09 20:50:33,2016-09-15 16:50:33,confirmed_fraud,card_not_present_new_device,1,49.95,No
CC-3280,2016-09-09 20:51:30,2016-09-12 11:51:30,confirmed_fraud,card_not_present_fraud,1,75.02,No
CC-3281,2016-09-09 21:41:01,2016-09-10 16:41:01,cleared,none,1,0.0,No
CC-3282,2016-09-09 22:21:26,2016-09-15 16:21:26,confirmed_fraud,account_takeover,3,935.89,No
CC-3283,2016-09-09 22:33:04,2016-09-14 18:33:04,confirmed_fraud,account_takeover,1,474.9,No
CC-3284,2016-09-09 23:25:09,2016-09-10 18:25:09,confirmed_fraud,account_takeover,2,452.16,No
CC-3285,2016-09-10 00:40:33,2016-09-11 18:40:33,confirmed_fraud,card_not_present_fraud,3,249.44,No
CC-3286,2016-09-10 00:50:11,2016-09-13 21:50:11,confirmed_fraud,card_not_present_fraud,2,74.68,No
CC-3287,2016-09-10 01:08:49,2016-09-10 22:08:49,confirmed_fraud,account_takeover,2,273.01,No
CC-3288,2016-09-10 02:31:58,2016-09-12 04:31:58,confirmed_fraud,card_not_present_new_device,8,428.15,No
CC-3289,2016-09-10 03:15:37,2016-09-12 22:15:37,confirmed_fraud,card_not_present_new_device,1,99.91,No
CC-3290,2016-09-10 03:53:21,2016-09-11 02:53:21,confirmed_fraud,card_not_present_new_device,2,425.14,No
CC-3291,2016-09-10 04:08:52,2016-09-11 19:08:52,confirmed_fraud,out_of_region_use,1,49.03,No
CC-3292,2016-09-10 04:14:21,2016-09-15 03:14:21,confirmed_fraud,account_takeover,1,59.0,No
CC-3293,2016-09-10 04:36:41,2016-09-13 17:36:41,confirmed_fraud,card_not_present_fraud,2,63.83,No
CC-3294,2016-09-10 05:08:00,2016-09-12 09:08:00,confirmed_fraud,out_of_region_use,1,389.97,No
CC-3295,2016-09-10 05:42:37,2016-09-15 02:42:37,confirmed_fraud,card_not_present_fraud,1,100.03,No
CC-3296,2016-09-10 05:44:00,2016-09-12 02:44:00,cleared,none,1,0.0,No
CC-3297,2016-09-10 06:03:00,2016-09-12 17:03:00,confirmed_fraud,out_of_region_use,2,91.15,No
CC-3298,2016-09-10 06:08:42,2016-09-15 17:08:42,confirmed_fraud,out_of_region_use,1,294.92,No
CC-3299,2016-09-10 07:26:46,2016-09-12 21:26:46,confirmed_fraud,account_takeover,1,56.47,No
CC-3300,2016-09-10 08:21:32,2016-09-11 20:21:32,confirmed_fraud,out_of_region_use,1,280.09,No
CC-3301,2016-09-10 08:35:28,2016-09-11 15:35:28,confirmed_fraud,card_not_present_new_device,1,149.95,No
CC-3302,2016-09-10 11:07:12,2016-09-14 18:07:12,confirmed_fraud,card_not_present_new_device,2,450.12,No
CC-3303,2016-09-10 12:51:49,2016-09-12 23:51:49,confirmed_fraud,card_not_present_new_device,1,250.03,No
CC-3304,2016-09-10 13:02:09,2016-09-14 00:02:09,confirmed_fraud,account_takeover,1,166.08,No
CC-3305,2016-09-10 14:11:14,2016-09-13 02:11:14,confirmed_fraud,card_not_present_fraud,1,150.08,No
CC-3306,2016-09-10 14:52:23,2016-09-16 08:52:23,confirmed_fraud,card_not_present_fraud,1,399.92,No
CC-3307,2016-09-10 15:21:20,2016-09-15 13:21:20,confirmed_fraud,card_not_present_new_device,2,30.05,No
CC-3308,2016-09-10 15:49:46,2016-09-12 00:49:46,confirmed_fraud,card_not_present_fraud,1,44.22,No
CC-3309,2016-09-10 16:35:04,2016-09-12 22:35:04,confirmed_fraud,out_of_region_use,9,739.89,No
CC-3310,2016-09-10 17:24:27,2016-09-13 15:24:27,confirmed_fraud,account_takeover,5,507.13,No
CC-3311,2016-09-10 17:55:55,2016-09-12 01:55:55,confirmed_fraud,account_takeover,1,323.09,No
CC-3312,2016-09-10 18:05:19,2016-09-11 21:05:19,confirmed_fraud,account_takeover,3,262.46,No
CC-3313,2016-09-10 19:16:31,2016-09-13 14:16:31,confirmed_fraud,account_takeover,6,625.15,No
CC-3314,2016-09-10 19:37:40,2016-09-12 21:37:40,confirmed_fraud,out_of_region_use,2,117.99,No
CC-3315,2016-09-10 21:26:33,2016-09-13 07:26:33,confirmed_fraud,account_takeover,2,97.94,No
CC-3316,2016-09-10 22:18:56,2016-09-13 21:18:56,cleared,none,1,0.0,No
CC-3317,2016-09-10 22:25:43,2016-09-12 21:25:43,confirmed_fraud,card_not_present_fraud,1,25.7,No
CC-3318,2016-09-10 22:30:04,2016-09-16 15:30:04,confirmed_fraud,account_takeover,1,884.05,No
CC-3319,2016-09-10 23:38:13,2016-09-11 23:38:13,confirmed_fraud,account_takeover,21,4322.52,Yes
CC-3320,2016-09-11 00:31:06,2016-09-16 19:31:06,confirmed_fraud,out_of_region_use,1,117.07,No
CC-3321,2016-09-11 00:32:36,2016-09-13 02:32:36,confirmed_fraud,card_not_present_new_device,1,100.03,No
CC-3322,2016-09-11 00:48:43,2016-09-13 13:48:43,confirmed_fraud,out_of_region_use,5,892.65,No
CC-3323,2016-09-11 00:51:58,2016-09-12 20:51:58,confirmed_fraud,out_of_region_use,2,93.56,No
CC-3324,2016-09-11 00:58:40,2016-09-16 18:58:40,confirmed_fraud,card_not_present_new_device,1,149.93,No
CC-3325,2016-09-11 01:14:20,2016-09-12 02:14:20,confirmed_fraud,account_takeover,2,113.98,No
CC-3326,2016-09-11 01:35:03,2016-09-13 14:35:03,confirmed_fraud,account_takeover,10,398.01,No
CC-3327,2016-09-11 01:49:57,2016-09-13 04:49:57,confirmed_fraud,account_takeover,3,528.69,No
CC-3328,2016-09-11 02:27:43,2016-09-14 20:27:43,confirmed_fraud,out_of_region_use,1,117.05,No
CC-3329,2016-09-11 03:09:01,2016-09-13 21:09:01,confirmed_fraud,out_of_region_use,1,225.99,No
CC-3330,2016-09-11 03:16:17,2016-09-16 17:16:17,confirmed_fraud,card_not_present_fraud,2,99.85,No
CC-3331,2016-09-11 03:57:20,2016-09-13 17:57:20,confirmed_fraud,account_takeover,5,477.84,No
CC-3332,2016-09-11 04:57:08,2016-09-14 02:57:08,cleared,none,1,0.0,No
CC-3333,2016-09-11 05:29:57,2016-09-13 16:29:57,confirmed_fraud,account_takeover,6,1625.99,Yes
CC-3334,2016-09-11 05:36:50,2016-09-17 00:36:50,confirmed_fraud,card_not_present_fraud,1,100.02,No
CC-3335,2016-09-11 05:36:56,2016-09-16 21:36:56,confirmed_fraud,out_of_region_use,1,117.08,No
CC-3336,2016-09-11 06:36:17,2016-09-12 05:36:17,confirmed_fraud,card_not_present_fraud,5,156.52,No
CC-3337,2016-09-11 06:40:14,2016-09-16 02:40:14,confirmed_fraud,card_not_present_fraud,2,250.05,No
CC-3338,2016-09-11 07:26:02,2016-09-16 08:26:02,confirmed_fraud,out_of_region_use,1,74.09,No
CC-3339,2016-09-11 08:00:56,2016-09-17 03:00:56,confirmed_fraud,card_not_present_fraud,1,92.38,No
CC-3340,2016-09-11 08:11:34,2016-09-15 04:11:34,confirmed_fraud,card_not_present_fraud,1,14.22,No
CC-3341,2016-09-11 08:28:50,2016-09-17 04:28:50,confirmed_fraud,card_not_present_fraud,1,19.9,No
CC-3342,2016-09-11 09:16:56,2016-09-13 16:16:56,confirmed_fraud,card_not_present_fraud,1,175.06,No
CC-3343,2016-09-11 09:29:43,2016-09-14 20:29:43,confirmed_fraud,card_not_present_fraud,1,37.28,No
CC-3344,2016-09-11 09:48:57,2016-09-13 22:48:57,confirmed_fraud,card_not_present_fraud,1,174.98,No
CC-3345,2016-09-11 09:59:10,2016-09-17 02:59:10,confirmed_fraud,card_not_present_fraud,1,99.97,No
CC-3346,2016-09-11 10:14:25,2016-09-12 15:14:25,confirmed_fraud,card_not_present_fraud,1,199.99,No
CC-3347,2016-09-11 10:56:33,2016-09-15 16:56:33,confirmed_fraud,card_not_present_new_device,6,130.03,No
CC-3348,2016-09-11 11:47:20,2016-09-13 00:47:20,confirmed_fraud,account_takeover,1,58.96,No
CC-3349,2016-09-11 11:57:41,2016-09-17 01:57:41,confirmed_fraud,account_takeover,1,107.86,No
CC-3350,2016-09-11 13:09:46,2016-09-15 17:09:46,confirmed_fraud,card_not_present_new_device,1,74.93,No
CC-3351,2016-09-11 14:47:49,2016-09-15 21:47:49,confirmed_fraud,card_not_present_fraud,3,82.37,No
CC-3352,2016-09-11 15:07:36,2016-09-17 13:07:36,confirmed_fraud,account_takeover,1,58.98,No
CC-3353,2016-09-11 15:24:55,2016-09-15 04:24:55,confirmed_fraud,card_not_present_new_device,1,39.62,No
CC-3354,2016-09-11 15:27:46,2016-09-12 10:27:46,cleared,none,1,0.0,No
CC-3355,2016-09-11 16:23:16,2016-09-15 15:23:16,confirmed_fraud,account_takeover,25,6501.32,Yes
CC-3356,2016-09-11 16:29:37,2016-09-15 19:29:37,confirmed_fraud,card_not_present_new_device,1,38.51,No
CC-3357,2016-09-11 16:36:29,2016-09-16 01:36:29,confirmed_fraud,out_of_region_use,2,549.04,No
CC-3358,2016-09-11 17:51:04,2016-09-16 05:51:04,confirmed_fraud,card_not_present_fraud,7,333.69,No
CC-3359,2016-09-11 17:57:00,2016-09-14 04:57:00,confirmed_fraud,card_not_present_fraud,2,120.05,No
CC-3360,2016-09-11 18:06:34,2016-09-12 17:06:34,cleared,none,1,0.0,No
CC-3361,2016-09-11 18:16:42,2016-09-17 09:16:42,confirmed_fraud,account_takeover,2,6352.08,Yes
CC-3362,2016-09-11 18:54:30,2016-09-12 17:54:30,cleared,none,1,0.0,No
CC-3363,2016-09-11 19:30:47,2016-09-14 20:30:47,confirmed_fraud,account_takeover,1,87.88,No
CC-3364,2016-09-11 19:39:47,2016-09-15 22:39:47,confirmed_fraud,account_takeover,2,199.88,No
CC-3365,2016-09-11 20:45:33,2016-09-16 08:45:33,confirmed_fraud,card_not_present_fraud,2,800.06,No
CC-3366,2016-09-11 21:39:15,2016-09-12 16:39:15,cleared,none,1,0.0,No
CC-3367,2016-09-11 21:58:48,2016-09-17 03:58:48,confirmed_fraud,account_takeover,1,209.98,No
CC-3368,2016-09-11 22:09:22,2016-09-14 19:09:22,confirmed_fraud,card_not_present_new_device,1,24.99,No
CC-3369,2016-09-11 22:31:14,2016-09-15 17:31:14,confirmed_fraud,card_not_present_fraud,2,99.93,No
CC-3370,2016-09-11 22:34:55,2016-09-16 08:34:55,confirmed_fraud,account_takeover,3,1111.92,Yes
CC-3371,2016-09-11 23:35:37,2016-09-14 23:35:37,confirmed_fraud,account_takeover,3,449.82,No
CC-3372,2016-09-11 23:40:44,2016-09-15 20:40:44,confirmed_fraud,card_not_present_fraud,1,50.07,No
CC-3373,2016-09-11 23:49:01,2016-09-12 21:49:01,confirmed_fraud,account_takeover,6,1491.91,Yes
CC-3374,2016-09-11 23:53:25,2016-09-13 02:53:25,confirmed_fraud,out_of_region_use,2,107.94,No
CC-3375,2016-09-12 00:19:04,2016-09-13 15:19:04,confirmed_fraud,card_not_present_fraud,1,199.93,No
CC-3376,2016-09-12 01:19:50,2016-09-15 19:19:50,confirmed_fraud,card_not_present_fraud,2,20.04,No
CC-3377,2016-09-12 01:42:58,2016-09-15 21:42:58,confirmed_fraud,out_of_region_use,1,67.91,No
CC-3378,2016-09-12 01:48:07,2016-09-14 18:48:07,confirmed_fraud,out_of_region_use,2,117.91,No
CC-3379,2016-09-12 01:53:01,2016-09-14 00:53:01,cleared,none,1,0.0,No
CC-3380,2016-09-12 02:51:42,2016-09-14 20:51:42,confirmed_fraud,out_of_region_use,2,506.01,No
CC-3381,2016-09-12 03:13:21,2016-09-14 00:13:21,confirmed_fraud,card_not_present_fraud,1,100.02,No
CC-3382,2016-09-12 04:08:00,2016-09-13 20:08:00,confirmed_fraud,out_of_region_use,6,755.98,No
CC-3383,2016-09-12 05:06:15,2016-09-15 23:06:15,confirmed_fraud,card_not_present_fraud,4,139.37,No
CC-3384,2016-09-12 06:56:29,2016-09-14 02:56:29,confirmed_fraud,card_not_present_fraud,1,149.97,No
CC-3385,2016-09-12 07:20:05,2016-09-15 00:20:05,cleared,none,1,0.0,No
CC-3386,2016-09-12 08:56:18,2016-09-13 03:56:18,confirmed_fraud,card_not_present_new_device,2,49.93,No
CC-3387,2016-09-12 08:58:18,2016-09-13 01:58:18,cleared,none,1,0.0,No
CC-3388,2016-09-12 09:26:43,2016-09-14 21:26:43,confirmed_fraud,account_takeover,2,452.0,No
CC-3389,2016-09-12 10:27:47,2016-09-16 23:27:47,confirmed_fraud,account_takeover,1,48.91,No
CC-3390,2016-09-12 10:36:26,2016-09-15 05:36:26,confirmed_fraud,card_not_present_new_device,1,300.04,No
CC-3391,2016-09-12 11:07:30,2016-09-17 14:07:30,confirmed_fraud,card_not_present_fraud,1,200.03,No
CC-3392,2016-09-12 11:14:24,2016-09-13 18:14:24,confirmed_fraud,card_not_present_fraud,1,26.5,No
CC-3393,2016-09-12 12:15:27,2016-09-15 03:15:27,confirmed_fraud,card_not_present_new_device,1,17.72,No
CC-3394,2016-09-12 12:36:51,2016-09-17 01:36:51,confirmed_fraud,account_takeover,5,960.19,No
CC-3395,2016-09-12 13:09:13,2016-09-17 21:09:13,confirmed_fraud,card_not_present_fraud,3,450.01,No
CC-3396,2016-09-12 13:11:47,2016-09-18 03:11:47,confirmed_fraud,card_not_present_fraud,1,150.0,No
CC-3397,2016-09-12 13:23:17,2016-09-14 05:23:17,confirmed_fraud,card_not_present_fraud,1,29.77,No
CC-3398,2016-09-12 14:35:36,2016-09-15 18:35:36,confirmed_fraud,card_not_present_new_device,1,99.92,No
CC-3399,2016-09-12 15:11:31,2016-09-14 13:11:31,confirmed_fraud,out_of_region_use,1,226.09,No
CC-3400,2016-09-12 15:13:18,2016-09-17 00:13:18,confirmed_fraud,account_takeover,1,145.96,No
CC-3401,2016-09-12 16:13:48,2016-09-15 23:13:48,confirmed_fraud,out_of_region_use,4,435.04,No
CC-3402,2016-09-12 17:13:23,2016-09-17 20:13:23,confirmed_fraud,out_of_region_use,1,107.03,No
CC-3403,2016-09-12 17:52:32,2016-09-18 14:52:32,confirmed_fraud,out_of_region_use,3,569.19,No
CC-3404,2016-09-12 18:08:44,2016-09-18 05:08:44,confirmed_fraud,card_not_present_fraud,1,4.8,No
CC-3405,2016-09-12 18:41:37,2016-09-14 10:41:37,confirmed_fraud,out_of_region_use,9,1482.99,Yes
CC-3406,2016-09-12 19:31:12,2016-09-13 11:31:12,cleared,none,1,0.0,No
CC-3407,2016-09-12 20:22:50,2016-09-13 19:22:50,cleared,none,1,0.0,No
CC-3408,2016-09-12 21:19:45,2016-09-14 19:19:45,confirmed_fraud,out_of_region_use,6,279.99,No
CC-3409,2016-09-12 23:07:27,2016-09-15 00:07:27,confirmed_fraud,card_not_present_fraud,1,200.09,No
CC-3410,2016-09-12 23:53:28,2016-09-17 02:53:28,confirmed_fraud,account_takeover,2,559.98,No
CC-3411,2016-09-13 00:36:48,2016-09-14 21:36:48,cleared,none,1,0.0,No
CC-3412,2016-09-13 01:21:29,2016-09-15 21:21:29,cleared,none,1,0.0,No
CC-3413,2016-09-13 02:15:32,2016-09-13 21:15:32,cleared,none,1,0.0,No
CC-3414,2016-09-13 03:27:57,2016-09-15 23:27:57,confirmed_fraud,card_not_present_fraud,1,99.93,No
CC-3415,2016-09-13 04:22:17,2016-09-15 02:22:17,confirmed_fraud,card_not_present_new_device,1,33.53,No
CC-3416,2016-09-13 04:40:42,2016-09-15 03:40:42,cleared,none,1,0.0,No
CC-3417,2016-09-13 06:50:10,2016-09-17 16:50:10,confirmed_fraud,account_takeover,1,664.07,No
CC-3418,2016-09-13 06:55:08,2016-09-14 18:55:08,confirmed_fraud,out_of_region_use,3,317.01,No
CC-3419,2016-09-13 07:12:07,2016-09-17 20:12:07,confirmed_fraud,account_takeover,11,3717.99,Yes
CC-3420,2016-09-13 07:56:06,2016-09-17 23:56:06,confirmed_fraud,card_not_present_new_device,1,16.51,No
CC-3421,2016-09-13 08:03:25,2016-09-14 03:03:25,confirmed_fraud,card_not_present_new_device,1,249.92,No
CC-3422,2016-09-13 08:11:47,2016-09-17 02:11:47,confirmed_fraud,card_not_present_fraud,2,124.24,No
CC-3423,2016-09-13 08:43:59,2016-09-18 16:43:59,confirmed_fraud,card_not_present_new_device,1,400.07,No
CC-3424,2016-09-13 09:29:09,2016-09-17 23:29:09,confirmed_fraud,card_not_present_fraud,1,400.09,No
CC-3425,2016-09-13 09:55:52,2016-09-15 03:55:52,confirmed_fraud,account_takeover,1,87.97,No
CC-3426,2016-09-13 11:23:10,2016-09-14 23:23:10,confirmed_fraud,card_not_present_fraud,2,135.9,No
CC-3427,2016-09-13 12:16:13,2016-09-16 23:16:13,confirmed_fraud,card_not_present_fraud,1,100.03,No
CC-3428,2016-09-13 12:16:56,2016-09-18 09:16:56,confirmed_fraud,card_not_present_fraud,1,1500.0,Yes
CC-3429,2016-09-13 13:24:18,2016-09-15 20:24:18,confirmed_fraud,out_of_region_use,1,31.08,No
CC-3430,2016-09-13 13:38:30,2016-09-14 11:38:30,confirmed_fraud,card_not_present_fraud,1,74.95,No
CC-3431,2016-09-13 14:17:58,2016-09-17 03:17:58,confirmed_fraud,card_not_present_new_device,1,55.96,No
CC-3432,2016-09-13 15:51:57,2016-09-15 08:51:57,confirmed_fraud,card_not_present_new_device,10,743.91,No
CC-3433,2016-09-13 16:09:44,2016-09-17 18:09:44,confirmed_fraud,account_takeover,1,39.08,No
CC-3434,2016-09-13 17:17:40,2016-09-16 00:17:40,confirmed_fraud,account_takeover,4,394.03,No
CC-3435,2016-09-13 17:27:08,2016-09-16 13:27:08,cleared,none,1,0.0,No
