transaction_id,case_id
3157073,CC-1904
3155038|3155084|3155741,CC-1905
3153415|3155246,CC-1906
3153005|3157880|3157898,CC-1907
3158093,CC-1908
3153255|3157403|3158035,CC-1909
3157908,CC-1910
3155800,CC-1911
3158429|3158469,CC-1912
3152265|3156176|3158747|3158806,CC-1913
3156866|3156868,CC-1914
3154301|3156185,CC-1915
3158920,CC-1916
3156512|3156542,CC-1917
3159374|3159384,CC-1918
3156350,CC-1919
3158780|3158786,CC-1920
3155947,CC-1921
3153046|3157589,CC-1922
3159187,CC-1923
3158821,CC-1924
3154582|3156117|3156207,CC-1925
3147878|3148068|3148660|3149553|3152216|3157237,CC-1926
3159721,CC-1927
3157799,CC-1928
3157618|3158073|3158085|3158100|3158168,CC-1929
3122735|3123210|3124095|3126141|3128516|3129455|3131696|3133244|3133826|3133896|3135002|3135276|3135454|3135473|3135569|3136068|3136141|3136648|3139111|3139125|3141926|3146369|3146419|3148225|3153743|3153792|3153841|3155098|3155099|3155370|3155584|3157989,CC-1930
3157812|3157828,CC-1931
3160591,CC-1932
3158487,CC-1933
3158864,CC-1934
3159702,CC-1935
3159957|3159961,CC-1936
3157492,CC-1937
3160495,CC-1938
3157818|3157822,CC-1939
3158181,CC-1940
3154588|3154667|3160836,CC-1941
3158543,CC-1942
3160101,CC-1943
3161299,CC-1944
3157863,CC-1945
3146332|3146389|3151156|3156330|3159910,CC-1946
3144536|3150962|3152621|3153797|3155389|3156083|3157232|3158298|3159900|3159918,CC-1947
3130982|3131602|3133380|3133390|3137628|3137868|3137877|3137894|3137900|3140610|3141221|3141267|3141325|3142316|3143681|3147785|3147849|3150242|3151439|3151448|3156272|3157521|3157556|3158242|3158441|3159023,CC-1948
3159644|3159677|3159728|3159759,CC-1949
3159409,CC-1950
3154998|3155007|3159651,CC-1951
3156691|3158538,CC-1952
3161059,CC-1953
3160364,CC-1954
3160471,CC-1955
3153323|3154115|3160146|3160693,CC-1956
3158662|3158691,CC-1957
3159557,CC-1958
3151777|3155993|3159527|3159593|3159616|3159618,CC-1959
3158236|3159298,CC-1960
3159346,CC-1961
3157814|3160620|3160897,CC-1962
3160370,CC-1963
3152701|3153001|3153299|3155540|3158486,CC-1964
3161741,CC-1965
3161542,CC-1966
3160330,CC-1967
3161798,CC-1968
3158716|3161876,CC-1969
3162158,CC-1970
3161042,CC-1971
3162728,CC-1972
3154670|3154703|3154713|3158289|3158291|3160115,CC-1973
3149574|3151431|3151756|3154814|3154820|3154864|3155620|3159273|3163802,CC-1974
3158023|3162883,CC-1975
3163897,CC-1976
3162476,CC-1977
3163746,CC-1978
3162984,CC-1979
3161277,CC-1980
3162747,CC-1981
3164194,CC-1982
3164023|3164032,CC-1983
3163084|3164247,CC-1984
3161314,CC-1985
3162507,CC-1986
3164142,CC-1987
3156417|3156523|3156936|3160172|3160762|3163265,CC-1988
3162662,CC-1989
3160147|3162292,CC-1990
3163853|3164004|3164010|3164019|3164024|3164038|3164040|3164043|3164060,CC-1991
3161675|3162768|3162778,CC-1992
3161532,CC-1993
3164528|3164563,CC-1994
3165178|3165430,CC-1995
3162051,CC-1996
3162490|3162693|3163499|3163627|3164086,CC-1997
3132472|3133952|3133978|3137836|3137952|3144791|3146770|3148146|3148163|3148172|3148192|3150470|3154255|3159991|3163866|3165279|3165403,CC-1998
3162961,CC-1999
3165342,CC-2000
3161276|3161283|3164262|3164315|3164317|3164351,CC-2001
3163683,CC-2002
3162664|3162735,CC-2003
3160201|3160244|3160245|3160311|3162022|3162318,CC-2004
3162998,CC-2005
3161726|3163251,CC-2006
3165811,CC-2007
3164209,CC-2008
3166100,CC-2009
3165848|3165870|3165888,CC-2010
3160680|3160797|3162138|3166054|3166257,CC-2011
3159269|3163407,CC-2012
3165411,CC-2013
3160188|3164658|3166724,CC-2014
3166213|3166333,CC-2015
3166890,CC-2016
3166565,CC-2017
3164843,CC-2018
3164152,CC-2019
3166711,CC-2020
3167217,CC-2021
3166391,CC-2022
3158039|3161848|3165151,CC-2023
3165388,CC-2024
3167194,CC-2025
3165789,CC-2026
3165345,CC-2027
3167069,CC-2028
3165381,CC-2029
3167763,CC-2030
3166681,CC-2031
3165625,CC-2032
3168295,CC-2033
3167348,CC-2034
3159155|3165139|3165211,CC-2035
3167191,CC-2036
3167933,CC-2037
3167953,CC-2038
3164761|3167048,CC-2039
3166062,CC-2040
3168795,CC-2041
3168658,CC-2042
3166065,CC-2043
3166708,CC-2044
3163858|3165225,CC-2045
3167963,CC-2046
3165559,CC-2047
3166435|3168471,CC-2048
3169232|3169304,CC-2049
3151358|3151453|3152319|3154939|3160673|3161308|3161316|3162060|3166701|3166741|3168364|3168390|3168628|3168659|3168801,CC-2050
3156759|3162346|3164475|3166541|3166621,CC-2051
3169714,CC-2052
3159535|3162629|3164151|3168459,CC-2053
3168865,CC-2054
3168723,CC-2055
3169831,CC-2056
3123327|3127092|3127147|3127173|3128049|3128910|3128917|3128931|3128954|3129079|3129186|3130554|3135049|3137274|3140794|3142113|3144940|3150345|3154021|3154061|3156069|3156709|3157207|3158065|3158910|3159057|3159469|3159545|3160709|3161012|3161170|3161180|3161253|3161258|3161261|3161272|3161868|3161890|3161964|3161983|3162354|3164207|3164480|3164625|3165249|3165298|3167314|3169603,CC-2057
3169657,CC-2058
3165986|3169541|3169544|3169583,CC-2059
3169879|3169884,CC-2060
3168781,CC-2061
3168846|3168901,CC-2062
3165849|3169986,CC-2063
3158276|3163994|3166201|3169811,CC-2064
3169874,CC-2065
3168839,CC-2066
3167915,CC-2067
3167862,CC-2068
3154612|3154627|3160225|3161290|3161296|3165543|3165649|3169256|3169289|3169781,CC-2069
3168916,CC-2070
3170590,CC-2071
3170730,CC-2072
3170002|3170005,CC-2073
3170418,CC-2074
3167837,CC-2075
3167796,CC-2076
3170523,CC-2077
3170136,CC-2078
3168544,CC-2079
3168180,CC-2080
3168395,CC-2081
3169877,CC-2082
3162316|3162336|3167835|3167962|3167983|3170344|3170355,CC-2083
3170919|3170932,CC-2084
3150053|3154631|3156105|3158077|3158081|3159798|3165707|3167586|3167860|3167893|3167929,CC-2085
3158827|3161839|3163115|3167839|3167881|3167910|3167919|3168009|3168014|3168176|3168198|3168965|3169039|3170130,CC-2086
3171000,CC-2087
3170017,CC-2088
3171494,CC-2089
3170864,CC-2090
3170944,CC-2091
3172092,CC-2092
3169896,CC-2093
3170468,CC-2094
3171762,CC-2095
3172573,CC-2096
3171876,CC-2097
3171480,CC-2098
3164722|3169626,CC-2099
3172151,CC-2100
3170785,CC-2101
3172116,CC-2102
3172519,CC-2103
3169637|3171985,CC-2104
3172693,CC-2105
3166788|3171422,CC-2106
3172479,CC-2107
3171743,CC-2108
3172738,CC-2109
3167713|3171982,CC-2110
3170821,CC-2111
3170996,CC-2112
3164398|3170111,CC-2113
3172838,CC-2114
3171730|3173039,CC-2115
3170060,CC-2116
3170485,CC-2117
3171551,CC-2118
3172857,CC-2119
3171209,CC-2120
3172456,CC-2121
3172483,CC-2122
3171899,CC-2123
3171563,CC-2124
3163799|3166038|3168245|3168745|3168880|3172759,CC-2125
3172220,CC-2126
3173735,CC-2127
3171763,CC-2128
3174653,CC-2129
3172035,CC-2130
3174360,CC-2131
3174090,CC-2132
3174111|3174165,CC-2133
3169112|3174210,CC-2134
3172920,CC-2135
3175220,CC-2136
3173967,CC-2137
3174789,CC-2138
3173594,CC-2139
3172438|3173085|3173103|3173839|3173920|3174064|3174079|3174099|3174102|3174621|3174713,CC-2140
3174816,CC-2141
3173021,CC-2142
3175394,CC-2143
3173216,CC-2144
3168565|3169628|3170621|3170943|3171335|3172119|3172192|3174646|3174661,CC-2145
3175121,CC-2146
3175451,CC-2147
3174959,CC-2148
3175785,CC-2149
3170511|3170758|3170788|3170791|3170808|3170811|3170822|3170827|3175221,CC-2150
3172297|3173548,CC-2151
3173913|3173931,CC-2152
3175515,CC-2153
3149743|3152326|3152338|3158109|3162454|3166312|3167873|3167886|3172978|3172979|3174190,CC-2154
3174467,CC-2155
3172935,CC-2156
3174976,CC-2157
3175508|3175595|3175598|3175612,CC-2158
3173705|3173717|3173760,CC-2159
3173376,CC-2160
3173494|3173507|3173542,CC-2161
3175234|3175296,CC-2162
3174145,CC-2163
3175703,CC-2164
3172178|3175847,CC-2165
3130268|3133170|3137705|3142382|3144962|3147954|3151086|3156005|3158961|3160787|3163044|3163083|3163183|3165327|3165338|3165362|3165374|3165445|3170398|3170408|3170726|3170748|3172457|3173997,CC-2166
3171067|3175748|3176201,CC-2167
3176019,CC-2168
3174904,CC-2169
3173643,CC-2170
3174609,CC-2171
3176267,CC-2172
3171417|3174013,CC-2173
3177538,CC-2174
3175483|3177210,CC-2175
3174232,CC-2176
3177710,CC-2177
3178032,CC-2178
3176473,CC-2179
3178084|3178101,CC-2180
3175067,CC-2181
3175189,CC-2182
3175798|3175827,CC-2183
3175681,CC-2184
3149603|3149651|3149659|3152197|3152239|3153123|3158410|3160394|3160437|3160444|3161378|3163596|3164586|3164624|3165837|3167917|3168265|3170712|3170764|3170831|3170859|3170877|3171084|3171099|3176910|3176937,CC-2185
3175796,CC-2186
3174390|3175364|3175980,CC-2187
3176670,CC-2188
3176448,CC-2189
3176839,CC-2190
3171600|3172543|3173012|3177110|3177147|3177168|3177177,CC-2191
3176972,CC-2192
3176766,CC-2193
3174427|3176156|3176598,CC-2194
3176352|3176591|3176597|3176601,CC-2195
3177828,CC-2196
3178889,CC-2197
3175825|3176573,CC-2198
3170086|3173146|3173163|3175906,CC-2199
3177290,CC-2200
3178820|3178825|3178830,CC-2201
3177426|3177820|3177919|3178034,CC-2202
3176791,CC-2203
3169169|3171509|3173949|3173961|3175157|3177503,CC-2204
3179422,CC-2205
3179056,CC-2206
3179579,CC-2207
3168029|3171005|3176094,CC-2208
3178484,CC-2209
3173791|3176526,CC-2210
3171920|3175912|3178880|3178883,CC-2211
3176499,CC-2212
3177374|3177683|3178237,CC-2213
3180131,CC-2214
3180388,CC-2215
3178016,CC-2216
3173837|3176840|3176853|3177375,CC-2217
3179305,CC-2218
3178805|3178808,CC-2219
3180106|3180166,CC-2220
3179925,CC-2221
3178846,CC-2222
3177948,CC-2223
3173438|3173443|3174443|3174453|3178951,CC-2224
3179628,CC-2225
3178855|3178863,CC-2226
3174006|3178767,CC-2227
3178814,CC-2228
3172751|3172769|3177575|3177677|3181413|3181445,CC-2229
3178330,CC-2230
3180081,CC-2231
3177860|3178041|3178055,CC-2232
3181200,CC-2233
3181504,CC-2234
3179976,CC-2235
3180492,CC-2236
3181551,CC-2237
3181302,CC-2238
3175354|3180318,CC-2239
3175993|3180114,CC-2240
3181375,CC-2241
3179215|3179226,CC-2242
3181745,CC-2243
3180292,CC-2244
3175715|3175740|3175954|3178217|3178241|3179754|3179858,CC-2245
3178816,CC-2246
3103128|3103840|3105307|3107103|3107222|3107272|3108201|3110562|3112024|3112443|3112469|3112492|3112619|3112633|3115350|3115368|3115540|3115541|3115556|3116598|3116633|3120105|3120848|3122525|3122913|3122940|3123793|3124057|3124062|3126430|3126462|3126630|3127810|3127879|3129905|3131142|3135973|3136623|3136967|3136983|3137009|3137056|3139688|3142913|3145228|3145244|3147966|3148124|3149626|3149704|3152296|3154589|3154618|3154621|3154637|3154869|3155100|3156116|3156137|3156171|3158070|3163015|3164850|3167028|3167097|3169089|3169102|3169155|3169159|3174243|3179879,CC-2247
3060719|3067350|3076344|3082329|3090432|3090438|3092305|3093503|3095708|3101433|3101836|3110921|3116156|3118589|3118866|3119767|3119775|3123751|3127764|3129562|3130502|3131984|3133428|3134439|3137607|3137820|3141393|3144971|3146746|3151217|3151489|3151499|3151562|3151564|3151566|3151568|3151570|3152213|3152276|3152977|3157233|3158226|3158243|3158452|3161185|3162447|3164290|3164295|3164296|3164297|3164301|3164303|3164305|3166935|3168129|3169847|3169864|3172916|3174531|3175745|3177090|3178420|3178483|3178641|3181275,CC-2248
3178937|3179353|3179381,CC-2249
3180434|3180443,CC-2250
3180721|3182005,CC-2251
3181976,CC-2252
3178854,CC-2253
3181135,CC-2254
3180096,CC-2255
3176309|3179385|3179391|3179404,CC-2256
3181696,CC-2257
3179539,CC-2258
3182129,CC-2259
3182157,CC-2260
3182354,CC-2261
3182644,CC-2262
3181820,CC-2263
3182158,CC-2264
3180606,CC-2265
3179790|3180082,CC-2266
3159795|3163248|3163343|3164136|3165162|3167908|3167972|3167976|3168736|3169130|3169194|3174633|3177511|3178253|3178343|3179043|3179088|3179102|3181464|3181507|3182351|3182374,CC-2267
3182906,CC-2268
3183582,CC-2269
3181731|3181735|3182040|3182298,CC-2270
3120691|3120795|3126867|3127542|3127624|3127744|3132046|3138368|3139273|3141174|3141210|3141512|3141954|3141965|3145539|3145586|3147361|3148064|3148270|3151294|3155740|3157002|3157861|3159265|3159426|3163464|3165339|3165423|3167182|3169484|3171227|3172049|3172057|3172334|3172336|3172377|3172380|3177787|3177880|3177887|3177945|3181247,CC-2271
3182561,CC-2272
3182392,CC-2273
3181191,CC-2274
3180672,CC-2275
3176908|3181529|3181576,CC-2276
3182252,CC-2277
3183436|3183659,CC-2278
3182096,CC-2279
3175334|3175387|3179688|3179690|3179808|3182775|3184167|3184192|3184529,CC-2280
3182857,CC-2281
3178562|3178567|3179750|3182280,CC-2282
3184038,CC-2283
3182848|3183074,CC-2284
3184457,CC-2285
3177429|3181720,CC-2286
3182913|3184654,CC-2287
3182170,CC-2288
3182365,CC-2289
3182573|3182589,CC-2290
3181875,CC-2291
3175909|3179725|3180004|3184583|3184598|3184602,CC-2292
3179395|3182339,CC-2293
3184524,CC-2294
3181501|3182647|3182699,CC-2295
3185238|3185294,CC-2296
3183791|3183942,CC-2297
3181705|3182714|3182724,CC-2298
3179209|3183400,CC-2299
3180308|3181676|3182376,CC-2300
3181813|3182600,CC-2301
3184790,CC-2302
3183998,CC-2303
3183834|3183872,CC-2304
3183077|3183366,CC-2305
3184780,CC-2306
3185318,CC-2307
3184260,CC-2308
3183927,CC-2309
3175278|3177440|3179099|3180231|3185334|3185347|3185472,CC-2310
3185325,CC-2311
3182843,CC-2312
3183433,CC-2313
3186203|3186255,CC-2314
3186490,CC-2315
3185416,CC-2316
3180028|3185795,CC-2317
3186524,CC-2318
3181759|3184686,CC-2319
3184293,CC-2320
3183759|3183854,CC-2321
3185587|3185993,CC-2322
3187154,CC-2323
3185636,CC-2324
3185709,CC-2325
3187409|3187461,CC-2326
3179594|3182656|3186016,CC-2327
3185677,CC-2328
3184243,CC-2329
3186171,CC-2330
3186809|3186829,CC-2331
3185737,CC-2332
3187616,CC-2333
3184668,CC-2334
3184705,CC-2335
3155503|3156175|3158597|3158598|3158651|3161249|3164474|3164482|3164498|3168255|3170576|3170702|3170908|3175903|3178477|3178505|3179488|3182729|3182861|3182893|3185711|3185791|3185885,CC-2336
3187036,CC-2337
3184786,CC-2338
3186920,CC-2339
3186335,CC-2340
3185613,CC-2341
3185724|3185728,CC-2342
3185947,CC-2343
3187961,CC-2344
3183191|3183259|3183334|3183348|3186374|3186477,CC-2345
3187479|3187510,CC-2346
3186289|3186658|3186728,CC-2347
3184722|3184726|3187988,CC-2348
3186352,CC-2349
3185489,CC-2350
3187649,CC-2351
3185546,CC-2352
3187280,CC-2353
3188346,CC-2354
3187872,CC-2355
3186358|3186362|3186387|3186412|3186790,CC-2356
3187246,CC-2357
3179875|3180116|3180531|3180687|3180797|3181368|3183349|3183731|3184472|3184494|3184980|3186194|3186632|3186716,CC-2358
3180026|3180229|3184626|3185338|3185405|3187288|3187290|3187837,CC-2359
3188177,CC-2360
3187772,CC-2361
3189169,CC-2362
3178674|3178698|3179175|3179191|3179230|3181296|3184024|3186750,CC-2363
3186388|3187955|3187969|3188016|3188925,CC-2364
3189189,CC-2365
3187570,CC-2366
3190006,CC-2367
3186630|3186708|3187535|3187551|3187557,CC-2368
3189543|3189573|3189598|3189611,CC-2369
3188990|3189081,CC-2370
3187681,CC-2371
3188456|3188514,CC-2372
3186901,CC-2373
3188181,CC-2374
3190136,CC-2375
3188314,CC-2376
3188698|3188748|3188866,CC-2377
3188872,CC-2378
3188741,CC-2379
3190184,CC-2380
3189724,CC-2381
3187644,CC-2382
3178932|3178945|3182998|3184783|3188595,CC-2383
3190297,CC-2384
3186969|3187529|3187544|3187547|3187562|3187564|3187569|3189580|3189625|3189780,CC-2385
3188586|3188622,CC-2386
3188964,CC-2387
3190131,CC-2388
3189458|3190582,CC-2389
3177370|3178481|3180540|3180621|3181467|3181593|3181615|3183553|3184344|3188159|3189017|3190124|3190210|3190238|3190337|3190338|3190342|3190348,CC-2390
3188517,CC-2391
3189847,CC-2392
3188260|3188277|3188359,CC-2393
3128855|3129757|3136012|3140826|3140857|3140882|3141204|3141288|3141298|3141852|3143144|3143769|3143833|3144645|3144670|3144710|3144771|3144775|3144825|3144846|3144857|3144908|3144911|3144956|3144966|3145373|3145640|3145643|3146947|3147936|3151224|3156076|3157612|3157627|3160413|3163830|3166596|3166633|3166713|3166755|3169442|3169448|3171083|3171139|3172051|3172504|3173804|3173983|3174981|3177419|3177519|3180234|3180577|3180896|3181018|3181272|3182425|3183671|3183695|3185708|3185796|3187679|3188424|3190311|3191105,CC-2394
3188432|3190224|3190443,CC-2395
3188339,CC-2396
3188620,CC-2397
3190455,CC-2398
3189330,CC-2399
3185646|3188244|3188252,CC-2400
3190969,CC-2401
3191716,CC-2402
3191176,CC-2403
3189386,CC-2404
3189677,CC-2405
3191215|3191296,CC-2406
3190981,CC-2407
3189378|3189460,CC-2408
3163036|3163053|3164653|3166011|3169205|3169750|3169753|3169765|3171006|3171057|3171058|3171924|3176820|3177337|3178788|3178792|3181592|3184578|3184595|3184612|3184650|3184660|3185989|3186261|3190501|3190506|3190508|3190510|3190511|3190512|3190513|3190514|3190518|3190519|3190520|3191530,CC-2409
3189139,CC-2410
3189300|3189342|3189375,CC-2411
3191700,CC-2412
3178873|3184571|3189633|3189636|3189715,CC-2413
3190077,CC-2414
3192635,CC-2415
3187664|3192078|3192250,CC-2416
3190539,CC-2417
3191196,CC-2418
3189744,CC-2419
3192372,CC-2420
3191983|3192408,CC-2421
3192455,CC-2422
3190563,CC-2423
3189185|3189574|3189615|3189618|3189624|3189631|3189640|3189644|3189658|3189660|3189667|3189678|3189684|3189687|3189709|3189720|3190509,CC-2424
3193189,CC-2425
3190532|3190535,CC-2426
3191692,CC-2427
3186397|3186398|3186422|3191222,CC-2428
3192820,CC-2429
3193488,CC-2430
3193207,CC-2431
3190758|3191102,CC-2432
3193149,CC-2433
3194141,CC-2434
3194365,CC-2435
3192945,CC-2436
3166581|3169660|3174629|3175774|3177648|3177872|3177927|3178380|3179481|3179486|3179491|3180821|3180858|3186001|3186067|3186501|3188247|3191968|3192006,CC-2437
3191428|3191469,CC-2438
3191512,CC-2439
3192194,CC-2440
3194934|3195017,CC-2441
3191954,CC-2442
3195614,CC-2443
3195705,CC-2444
3195433,CC-2445
3190471|3190473|3190478|3193236,CC-2446
3193949,CC-2447
3195811,CC-2448
3193362,CC-2449
3194274,CC-2450
3194665,CC-2451
3195979,CC-2452
3193415|3193417,CC-2453
3190392|3190408|3194953,CC-2454
3195843,CC-2455
3194302,CC-2456
3192246|3192336|3192363|3194142,CC-2457
3186895|3188047|3191183|3193929|3193981,CC-2458
3193022|3193597|3193727|3193735,CC-2459
3188119|3188122|3188124|3188139|3188198|3188206|3193358,CC-2460
3193498,CC-2461
3196305,CC-2462
3187643|3187645|3192061|3194258,CC-2463
3196396,CC-2464
3195939|3196051,CC-2465
3185941|3187981|3190774|3190775|3193559|3193619,CC-2466
3193678,CC-2467
3194533,CC-2468
3196018,CC-2469
3193935,CC-2470
3195649|3195722,CC-2471
3196293|3196297,CC-2472
3191037|3194831,CC-2473
3192034|3192092|3195323,CC-2474
3195145|3196176,CC-2475
3196249|3196267,CC-2476
3195344,CC-2477
3196043|3196355,CC-2478
3196888,CC-2479
3195405|3195445|3195462,CC-2480
3182272|3183964|3187251|3187291|3187530|3189973|3193969|3194019|3196736,CC-2481
3196842,CC-2482
3177799|3181918|3181939|3184675|3187632|3190410|3192847|3194877|3194917|3194919|3194924,CC-2483
3196862,CC-2484
3196412,CC-2485
3197517,CC-2486
3197740,CC-2487
3196319,CC-2488
3186256|3188772|3189355|3189444|3193371|3195672|3196114|3196168|3197196,CC-2489
3196348,CC-2490
3194852,CC-2491
3194728,CC-2492
3192998|3196390|3196397,CC-2493
3196515,CC-2494
3196323|3196328,CC-2495
3196292|3196295,CC-2496
3195408,CC-2497
3199021,CC-2498
3198907,CC-2499
3199175,CC-2500
3196205,CC-2501
3199236,CC-2502
3190420|3190440|3192572|3196518,CC-2503
3196175,CC-2504
3192604|3193196|3194147|3196113|3197306,CC-2505
3197729,CC-2506
3197397|3197418,CC-2507
3196832|3198099,CC-2508
3198569,CC-2509
3197585,CC-2510
3177230|3179763|3183036|3185902|3185903|3186095|3188439|3191356|3194593|3196818|3197118,CC-2511
3196808|3196823|3196854|3196866,CC-2512
3198439,CC-2513
3199138,CC-2514
3197841|3197877|3197921,CC-2515
3198797,CC-2516
3196644,CC-2517
3199109,CC-2518
3198348,CC-2519
3186002|3190740|3193855|3193868|3196891,CC-2520
3197077|3197099,CC-2521
3198293,CC-2522
3199146,CC-2523
3192357|3195267|3198292,CC-2524
3197403,CC-2525
3194907|3196064|3198039|3198059,CC-2526
3200546,CC-2527
3188530|3188825|3188846|3191039|3191060|3195416|3195488|3197473|3197485|3200040,CC-2528
3199902,CC-2529
3201074,CC-2530
3198887,CC-2531
3198752|3199261,CC-2532
3201581,CC-2533
3200603,CC-2534
3200396,CC-2535
3198486,CC-2536
3201647,CC-2537
3198421|3199485,CC-2538
3199703|3199802,CC-2539
3199209,CC-2540
3198744,CC-2541
3199699,CC-2542
3194483|3197037|3197061|3199852,CC-2543
3199135,CC-2544
3201992|3202040,CC-2545
3200997|3201911,CC-2546
3199287|3199289|3199290,CC-2547
3200903,CC-2548
3200940,CC-2549
3200431,CC-2550
3201305|3201313,CC-2551
3198267|3199405,CC-2552
3199635,CC-2553
3202177,CC-2554
3200500,CC-2555
3187477|3188824|3188896|3189547|3192015|3192436|3193135|3194892|3195920|3196557|3197156|3198881|3201302|3201344,CC-2556
3193333|3193338|3198789|3200357,CC-2557
3202145|3202151|3202162,CC-2558
3200905,CC-2559
3198839|3199944|3199988|3200760|3200774|3200813,CC-2560
3197708|3202249,CC-2561
3200039,CC-2562
3200473,CC-2563
3200757,CC-2564
3189882|3195375|3196915|3197197|3197830|3200797,CC-2565
3199882|3200175,CC-2566
3200461,CC-2567
3200668,CC-2568
3200680,CC-2569
3201737,CC-2570
3200366|3200442,CC-2571
3199325|3204124,CC-2572
3201859,CC-2573
3201841|3201978,CC-2574
3202852|3202863,CC-2575
3202423,CC-2576
3204051,CC-2577
3201169,CC-2578
3204262,CC-2579
3202393|3202448,CC-2580
3202217,CC-2581
3204475,CC-2582
3195089|3198102|3202409|3202505,CC-2583
3202092,CC-2584
3201445|3202725|3202778,CC-2585
3203865,CC-2586
3202102,CC-2587
3190320|3190603|3191805|3191824|3192386|3192433|3193399|3193650|3193664|3193689|3194721|3194742|3194782|3194969|3196257|3196334|3196387|3198487|3198499|3200271|3200306|3201436|3201448|3201551|3201556|3202694|3202743|3202790|3202808,CC-2588
3203872|3203948,CC-2589
3197065|3197149|3197204|3197345|3197547|3197582|3199029|3199284|3201848|3204767,CC-2590
3204849,CC-2591
3204891,CC-2592
3204609,CC-2593
3205186,CC-2594
3199561|3204558,CC-2595
3203361,CC-2596
3203583,CC-2597
3202807|3202850,CC-2598
3203737,CC-2599
3202830,CC-2600
3204386,CC-2601
3199097|3204214,CC-2602
3198123|3198561|3203029,CC-2603
3202914,CC-2604
3204815|3205389,CC-2605
3205030,CC-2606
3204786|3206482,CC-2607
3206000,CC-2608
3203626|3203676,CC-2609
3206358|3206450|3207092,CC-2610
3203911,CC-2611
3191138|3192744|3192752|3192794|3192848|3193926|3195160|3197057|3197095|3197185|3200647|3200709|3200738|3202547|3206448,CC-2612
3206936|3207023,CC-2613
3205693,CC-2614
3197523|3202116|3202120|3202123|3203066|3206122,CC-2615
3207104,CC-2616
3205723,CC-2617
3207485,CC-2618
3206103,CC-2619
3206254,CC-2620
3200566|3205046,CC-2621
3183511|3185792|3189088|3189326|3189446|3193583|3193608|3198992|3199012|3201028|3201619|3205675|3207704,CC-2622
3206480,CC-2623
3205656,CC-2624
3204947|3206229,CC-2625
3207224|3207290,CC-2626
3207556,CC-2627
3205732,CC-2628
3202267|3205001,CC-2629
3205623,CC-2630
3205538|3205575|3205608,CC-2631
3206681,CC-2632
3194778|3199168|3203228|3203256|3207779|3207807|3207811,CC-2633
3206716|3207612,CC-2634
3195679|3197152|3197250|3197321|3197712|3198098|3198107|3199927|3204879|3205976,CC-2635
3206175,CC-2636
3203175|3206790,CC-2637
3208807,CC-2638
3208623,CC-2639
3199511|3201930|3202115|3202175|3205978|3207646,CC-2640
3208773,CC-2641
3206629,CC-2642
3194584|3198003|3198014|3198028|3198036|3198114|3198258|3198263|3198291|3198360|3201707|3206697,CC-2643
3207657,CC-2644
3207648,CC-2645
3204399|3206758|3207645|3208512,CC-2646
3207003,CC-2647
3207218,CC-2648
3207726|3193380|3183118,CC-2649
3203881|3203912|3204011|3208143|3209269,CC-2650
3207083|3207109,CC-2651
3207295,CC-2652
3207336,CC-2653
3206602|3207057,CC-2654
3210120,CC-2655
3202810|3204476|3204975|3208557|3208622|3208646|3208825|3209198,CC-2656
3208378|3208430,CC-2657
3207611,CC-2658
3206343|3208076|3208115,CC-2659
3205165|3207794|3208222,CC-2660
3209409|3209494,CC-2661
3209313,CC-2662
3209595,CC-2663
3208737,CC-2664
3209216,CC-2665
3209975,CC-2666
3208821,CC-2667
3210750,CC-2668
3210976,CC-2669
3208970,CC-2670
3208564,CC-2671
3206144|3206949|3209855,CC-2672
3186138|3186160|3186448|3187009|3187050|3188317|3188386|3189940|3193275|3194839|3194942|3196129|3196157|3196538|3196540|3196886|3198442|3198938|3199813|3199827|3199856|3200333|3200410|3204764|3207341|3207390|3208778|3209214|3209716|3209784|3210458|3210460|3210467,CC-2673
3209663,CC-2674
3210189,CC-2675
3210915,CC-2676
3208858|3210132,CC-2677
3207908,CC-2678
3199877|3199943|3203071|3205488|3209712,CC-2679
3209554,CC-2680
3211600,CC-2681
3211610,CC-2682
3209856,CC-2683
3211592,CC-2684
3211051,CC-2685
3210498,CC-2686
3209076|3209104,CC-2687
3209443,CC-2688
3210258,CC-2689
3212047,CC-2690
3202352|3207526|3207530|3207543|3209742|3210597,CC-2691
3212797,CC-2692
3209795,CC-2693
3188498|3190809|3196352|3202019|3206636|3207254|3207278|3207300|3207321|3207339|3209599,CC-2694
3212716,CC-2695
3209613|3209811|3212222,CC-2696
3211091|3211913,CC-2697
3209502|3212019,CC-2698
3204581|3204622|3205837|3205932|3206896|3210914|3210972|3212117|3212526|3212561|3212568|3212577,CC-2699
3212380|3212385,CC-2700
3212988,CC-2701
3210774|3210898,CC-2702
3213349,CC-2703
3208993|3212340|3212367,CC-2704
3210502,CC-2705
3210895|3210948,CC-2706
3211977,CC-2707
3204350|3209368|3210930|3210991|3211005,CC-2708
3210852,CC-2709
3213383,CC-2710
3208634|3211302|3212494|3212497,CC-2711
3212020|3212323,CC-2712
3194745|3196079|3196389|3198032|3199126|3199140|3199142|3199170|3202297|3206101|3206257|3208067|3212907|3212951|3212972,CC-2713
3202668|3206333|3211157|3211219|3212219|3212233,CC-2714
3213465|3213485,CC-2715
3203970|3206378|3207930|3208000|3209774|3213038,CC-2716
3205296|3205317|3210098|3211111|3211443|3211509,CC-2717
3212950,CC-2718
3206190|3206705|3206911|3208554|3208660|3208693|3211788,CC-2719
