transaction_id,region_id
3309517,REGION_330.0
3309518,REGION_-1.0
3309519,REGION_330.0
3309520,REGION_264.0
3309521,REGION_272.0
3309522,REGION_325.0
3309523,REGION_272.0
3309524,REGION_264.0
3309525,REGION_299.0
3309526,REGION_272.0
3309527,REGION_123.0
3309528,REGION_191.0
3309529,REGION_143.0
3309530,REGION_325.0
3309531,REGION_264.0
3309532,REGION_387.0
3309533,REGION_184.0
3309534,REGION_204.0
3309535,REGION_433.0
3309536,REGION_436.0
3309537,REGION_315.0
3309538,REGION_272.0
3309539,REGION_428.0
3309540,REGION_330.0
3309541,REGION_330.0
3309542,REGION_330.0
3309543,REGION_110.0
3309544,REGION_433.0
3309545,REGION_272.0
3309546,REGION_310.0
3309547,REGION_330.0
3309548,REGION_-1.0
3309549,REGION_436.0
3309550,REGION_204.0
3309551,REGION_181.0
3309552,REGION_-1.0
3309553,REGION_-1.0
3309554,REGION_299.0
3309555,REGION_327.0
3309556,REGION_264.0
3309557,REGION_123.0
3309558,REGION_299.0
3309559,REGION_330.0
3309560,REGION_-1.0
3309561,REGION_231.0
3309562,REGION_184.0
3309563,REGION_181.0
3309564,REGION_191.0
3309565,REGION_325.0
3309566,REGION_469.0
3309567,REGION_122.0
3309568,REGION_325.0
3309569,REGION_204.0
3309570,REGION_264.0
3309571,REGION_204.0
3309572,REGION_498.0
3309573,REGION_315.0
3309574,REGION_123.0
3309575,REGION_-1.0
3309576,REGION_498.0
3309577,REGION_330.0
3309578,REGION_226.0
3309579,REGION_315.0
3309580,REGION_-1.0
3309581,REGION_327.0
3309582,REGION_110.0
3309583,REGION_264.0
3309584,REGION_299.0
3309585,REGION_299.0
3309586,REGION_325.0
3309587,REGION_204.0
3309588,REGION_204.0
3309589,REGION_299.0
3309590,REGION_310.0
3309591,REGION_299.0
3309592,REGION_264.0
3309593,REGION_325.0
3309594,REGION_433.0
3309595,REGION_191.0
3309596,REGION_315.0
3309597,REGION_-1.0
3309598,REGION_327.0
3309599,REGION_251.0
3309600,REGION_205.0
3309601,REGION_299.0
3309602,REGION_337.0
3309603,REGION_264.0
3309604,REGION_315.0
3309605,REGION_110.0
3309606,REGION_315.0
3309607,REGION_330.0
3309608,REGION_469.0
3309609,REGION_-1.0
3309610,REGION_433.0
3309611,REGION_299.0
3309612,REGION_433.0
3309613,REGION_299.0
3309614,REGION_264.0
3309615,REGION_315.0
3309616,REGION_126.0
3309617,REGION_485.0
3309618,REGION_469.0
3309619,REGION_184.0
3309620,REGION_-1.0
3309621,REGION_-1.0
3309622,REGION_315.0
3309623,REGION_498.0
3309624,REGION_204.0
3309625,REGION_191.0
3309626,REGION_204.0
3309627,REGION_272.0
3309628,REGION_299.0
3309629,REGION_122.0
3309630,REGION_325.0
3309631,REGION_-1.0
3309632,REGION_315.0
3309633,REGION_264.0
3309634,REGION_441.0
3309635,REGION_194.0
3309636,REGION_269.0
3309637,REGION_337.0
3309638,REGION_299.0
3309639,REGION_204.0
3309640,REGION_191.0
3309641,REGION_472.0
3309642,REGION_126.0
3309643,REGION_512.0
3309644,REGION_-1.0
3309645,REGION_472.0
3309646,REGION_191.0
3309647,REGION_264.0
3309648,REGION_181.0
3309649,REGION_330.0
3309650,REGION_264.0
3309651,REGION_184.0
3309652,REGION_-1.0
3309653,REGION_299.0
3309654,REGION_491.0
3309655,REGION_337.0
3309656,REGION_315.0
3309657,REGION_327.0
3309658,REGION_325.0
3309659,REGION_205.0
3309660,REGION_205.0
3309661,REGION_204.0
3309662,REGION_337.0
3309663,REGION_253.0
3309664,REGION_264.0
3309665,REGION_485.0
3309666,REGION_191.0
3309667,REGION_110.0
3309668,REGION_204.0
3309669,REGION_325.0
3309670,REGION_231.0
3309671,REGION_203.0
3309672,REGION_226.0
3309673,REGION_299.0
3309674,REGION_220.0
3309675,REGION_269.0
3309676,REGION_325.0
3309677,REGION_299.0
3309678,REGION_-1.0
3309679,REGION_177.0
3309680,REGION_494.0
3309681,REGION_158.0
3309682,REGION_264.0
3309683,REGION_272.0
3309684,REGION_315.0
3309685,REGION_299.0
3309686,REGION_441.0
3309687,REGION_205.0
3309688,REGION_485.0
3309689,REGION_324.0
3309690,REGION_337.0
3309691,REGION_264.0
3309692,REGION_337.0
3309693,REGION_330.0
3309694,REGION_327.0
3309695,REGION_299.0
3309696,REGION_337.0
3309697,REGION_299.0
3309698,REGION_310.0
3309699,REGION_181.0
3309700,REGION_325.0
3309701,REGION_485.0
3309702,REGION_433.0
3309703,REGION_299.0
3309704,REGION_-1.0
3309705,REGION_485.0
3309706,REGION_126.0
3309707,REGION_498.0
3309708,REGION_204.0
3309709,REGION_220.0
3309710,REGION_272.0
3309711,REGION_205.0
3309712,REGION_-1.0
3309713,REGION_325.0
3309714,REGION_143.0
3309715,REGION_205.0
3309716,REGION_441.0
3309717,REGION_299.0
3309718,REGION_-1.0
3309719,REGION_325.0
3309720,REGION_476.0
3309721,REGION_512.0
3309722,REGION_181.0
3309723,REGION_330.0
3309724,REGION_204.0
3309725,REGION_191.0
3309726,REGION_325.0
3309727,REGION_177.0
3309728,REGION_337.0
3309729,REGION_325.0
3309730,REGION_272.0
3309731,REGION_325.0
3309732,REGION_494.0
3309733,REGION_299.0
3309734,REGION_476.0
3309735,REGION_-1.0
3309736,REGION_498.0
3309737,REGION_441.0
3309738,REGION_205.0
3309739,REGION_299.0
3309740,REGION_204.0
3309741,REGION_251.0
3309742,REGION_143.0
3309743,REGION_476.0
3309744,REGION_-1.0
3309745,REGION_325.0
3309746,REGION_310.0
3309747,REGION_-1.0
3309748,REGION_204.0
3309749,REGION_204.0
3309750,REGION_-1.0
3309751,REGION_-1.0
3309752,REGION_264.0
3309753,REGION_170.0
3309754,REGION_299.0
3309755,REGION_126.0
3309756,REGION_-1.0
3309757,REGION_485.0
3309758,REGION_-1.0
3309759,REGION_203.0
3309760,REGION_204.0
3309761,REGION_441.0
3309762,REGION_330.0
3309763,REGION_308.0
3309764,REGION_126.0
3309765,REGION_143.0
3309766,REGION_181.0
3309767,REGION_441.0
3309768,REGION_-1.0
3309769,REGION_325.0
3309770,REGION_299.0
3309771,REGION_272.0
3309772,REGION_-1.0
3309773,REGION_498.0
3309774,REGION_204.0
3309775,REGION_264.0
3309776,REGION_194.0
3309777,REGION_315.0
3309778,REGION_123.0
3309779,REGION_325.0
3309780,REGION_143.0
3309781,REGION_299.0
3309782,REGION_126.0
3309783,REGION_231.0
3309784,REGION_-1.0
3309785,REGION_476.0
3309786,REGION_441.0
3309787,REGION_264.0
3309788,REGION_315.0
3309789,REGION_-1.0
3309790,REGION_387.0
3309791,REGION_251.0
3309792,REGION_225.0
3309793,REGION_325.0
3309794,REGION_498.0
3309795,REGION_231.0
3309796,REGION_299.0
3309797,REGION_299.0
3309798,REGION_337.0
3309799,REGION_441.0
3309800,REGION_325.0
3309801,REGION_191.0
3309802,REGION_122.0
3309803,REGION_330.0
3309804,REGION_264.0
3309805,REGION_272.0
3309806,REGION_184.0
3309807,REGION_-1.0
3309808,REGION_191.0
3309809,REGION_264.0
3309810,REGION_-1.0
3309811,REGION_299.0
3309812,REGION_476.0
3309813,REGION_498.0
3309814,REGION_315.0
3309815,REGION_204.0
3309816,REGION_126.0
3309817,REGION_264.0
3309818,REGION_204.0
3309819,REGION_204.0
3309820,REGION_264.0
3309821,REGION_512.0
3309822,REGION_299.0
3309823,REGION_204.0
3309824,REGION_-1.0
3309825,REGION_143.0
3309826,REGION_184.0
3309827,REGION_441.0
3309828,REGION_330.0
3309829,REGION_251.0
3309830,REGION_299.0
3309831,REGION_433.0
3309832,REGION_485.0
3309833,REGION_181.0
3309834,REGION_299.0
3309835,REGION_441.0
3309836,REGION_299.0
3309837,REGION_-1.0
3309838,REGION_325.0
3309839,REGION_-1.0
3309840,REGION_299.0
3309841,REGION_220.0
3309842,REGION_472.0
3309843,REGION_325.0
3309844,REGION_269.0
3309845,REGION_324.0
3309846,REGION_204.0
3309847,REGION_310.0
3309848,REGION_-1.0
3309849,REGION_184.0
3309850,REGION_126.0
3309851,REGION_337.0
3309852,REGION_433.0
3309853,REGION_-1.0
3309854,REGION_205.0
3309855,REGION_225.0
3309856,REGION_476.0
3309857,REGION_204.0
3309858,REGION_325.0
3309859,REGION_226.0
3309860,REGION_299.0
3309861,REGION_433.0
3309862,REGION_123.0
3309863,REGION_143.0
3309864,REGION_315.0
3309865,REGION_-1.0
3309866,REGION_485.0
3309867,REGION_-1.0
3309868,REGION_387.0
3309869,REGION_226.0
3309870,REGION_330.0
3309871,REGION_204.0
3309872,REGION_-1.0
3309873,REGION_143.0
3309874,REGION_512.0
3309875,REGION_315.0
3309876,REGION_226.0
3309877,REGION_299.0
3309878,REGION_428.0
3309879,REGION_512.0
3309880,REGION_324.0
3309881,REGION_428.0
3309882,REGION_-1.0
3309883,REGION_441.0
3309884,REGION_191.0
3309885,REGION_203.0
3309886,REGION_-1.0
3309887,REGION_330.0
3309888,REGION_264.0
3309889,REGION_299.0
3309890,REGION_204.0
3309891,REGION_-1.0
3309892,REGION_436.0
3309893,REGION_-1.0
3309894,REGION_264.0
3309895,REGION_337.0
3309896,REGION_299.0
3309897,REGION_299.0
3309898,REGION_325.0
3309899,REGION_330.0
3309900,REGION_330.0
3309901,REGION_330.0
3309902,REGION_269.0
3309903,REGION_264.0
3309904,REGION_337.0
3309905,REGION_264.0
3309906,REGION_433.0
3309907,REGION_325.0
3309908,REGION_-1.0
3309909,REGION_123.0
3309910,REGION_204.0
3309911,REGION_325.0
3309912,REGION_387.0
3309913,REGION_253.0
3309914,REGION_299.0
3309915,REGION_226.0
3309916,REGION_494.0
3309917,REGION_436.0
3309918,REGION_299.0
3309919,REGION_191.0
3309920,REGION_-1.0
3309921,REGION_325.0
3309922,REGION_310.0
3309923,REGION_204.0
3309924,REGION_204.0
3309925,REGION_269.0
3309926,REGION_325.0
3309927,REGION_485.0
3309928,REGION_325.0
3309929,REGION_264.0
3309930,REGION_494.0
3309931,REGION_264.0
3309932,REGION_299.0
3309933,REGION_485.0
3309934,REGION_181.0
3309935,REGION_143.0
3309936,REGION_264.0
3309937,REGION_123.0
3309938,REGION_204.0
3309939,REGION_315.0
3309940,REGION_299.0
3309941,REGION_-1.0
3309942,REGION_264.0
3309943,REGION_325.0
3309944,REGION_184.0
3309945,REGION_433.0
3309946,REGION_444.0
3309947,REGION_184.0
3309948,REGION_315.0
3309949,REGION_191.0
3309950,REGION_299.0
3309951,REGION_181.0
3309952,REGION_433.0
3309953,REGION_191.0
3309954,REGION_485.0
3309955,REGION_-1.0
3309956,REGION_-1.0
3309957,REGION_-1.0
3309958,REGION_324.0
3309959,REGION_220.0
3309960,REGION_-1.0
3309961,REGION_299.0
3309962,REGION_315.0
3309963,REGION_299.0
3309964,REGION_264.0
3309965,REGION_-1.0
3309966,REGION_204.0
3309967,REGION_264.0
3309968,REGION_299.0
3309969,REGION_191.0
3309970,REGION_203.0
3309971,REGION_220.0
3309972,REGION_191.0
3309973,REGION_299.0
3309974,REGION_225.0
3309975,REGION_330.0
3309976,REGION_-1.0
3309977,REGION_444.0
3309978,REGION_343.0
3309979,REGION_-1.0
3309980,REGION_204.0
3309981,REGION_204.0
3309982,REGION_472.0
3309983,REGION_310.0
3309984,REGION_315.0
3309985,REGION_476.0
3309986,REGION_-1.0
3309987,REGION_325.0
3309988,REGION_143.0
3309989,REGION_330.0
3309990,REGION_205.0
3309991,REGION_441.0
3309992,REGION_251.0
3309993,REGION_299.0
3309994,REGION_325.0
3309995,REGION_330.0
3309996,REGION_315.0
3309997,REGION_272.0
3309998,REGION_-1.0
3309999,REGION_181.0
3310000,REGION_330.0
3310001,REGION_264.0
3310002,REGION_485.0
3310003,REGION_204.0
3310004,REGION_299.0
3310005,REGION_-1.0
3310006,REGION_226.0
3310007,REGION_204.0
3310008,REGION_436.0
3310009,REGION_-1.0
3310010,REGION_330.0
3310011,REGION_184.0
3310012,REGION_441.0
3310013,REGION_-1.0
3310014,REGION_181.0
3310015,REGION_264.0
3310016,REGION_-1.0
3310017,REGION_325.0
3310018,REGION_272.0
3310019,REGION_315.0
3310020,REGION_170.0
3310021,REGION_158.0
3310022,REGION_204.0
3310023,REGION_325.0
3310024,REGION_220.0
3310025,REGION_-1.0
3310026,REGION_337.0
3310027,REGION_444.0
3310028,REGION_203.0
3310029,REGION_315.0
3310030,REGION_299.0
3310031,REGION_441.0
3310032,REGION_181.0
3310033,REGION_264.0
3310034,REGION_272.0
3310035,REGION_512.0
3310036,REGION_269.0
3310037,REGION_264.0
3310038,REGION_184.0
3310039,REGION_299.0
3310040,REGION_-1.0
3310041,REGION_-1.0
3310042,REGION_-1.0
3310043,REGION_272.0
3310044,REGION_315.0
3310045,REGION_494.0
3310046,REGION_433.0
3310047,REGION_122.0
3310048,REGION_469.0
3310049,REGION_181.0
3310050,REGION_204.0
3310051,REGION_498.0
3310052,REGION_204.0
3310053,REGION_315.0
3310054,REGION_269.0
3310055,REGION_-1.0
3310056,REGION_498.0
3310057,REGION_-1.0
3310058,REGION_-1.0
3310059,REGION_204.0
3310060,REGION_264.0
3310061,REGION_485.0
3310062,REGION_-1.0
3310063,REGION_299.0
3310064,REGION_220.0
3310065,REGION_184.0
3310066,REGION_-1.0
3310067,REGION_325.0
3310068,REGION_-1.0
3310069,REGION_315.0
3310070,REGION_-1.0
3310071,REGION_272.0
3310072,REGION_310.0
3310073,REGION_251.0
3310074,REGION_420.0
3310075,REGION_225.0
3310076,REGION_433.0
3310077,REGION_-1.0
3310078,REGION_325.0
3310079,REGION_264.0
3310080,REGION_-1.0
3310081,REGION_299.0
3310082,REGION_436.0
3310083,REGION_512.0
3310084,REGION_299.0
3310085,REGION_264.0
3310086,REGION_110.0
3310087,REGION_310.0
3310088,REGION_-1.0
3310089,REGION_264.0
3310090,REGION_-1.0
3310091,REGION_-1.0
3310092,REGION_-1.0
3310093,REGION_315.0
3310094,REGION_310.0
3310095,REGION_-1.0
3310096,REGION_191.0
3310097,REGION_184.0
3310098,REGION_181.0
3310099,REGION_204.0
3310100,REGION_204.0
3310101,REGION_299.0
3310102,REGION_181.0
3310103,REGION_122.0
3310104,REGION_204.0
3310105,REGION_251.0
3310106,REGION_264.0
3310107,REGION_310.0
3310108,REGION_226.0
3310109,REGION_264.0
3310110,REGION_264.0
3310111,REGION_205.0
3310112,REGION_315.0
3310113,REGION_310.0
3310114,REGION_-1.0
3310115,REGION_143.0
3310116,REGION_327.0
3310117,REGION_251.0
3310118,REGION_231.0
3310119,REGION_485.0
3310120,REGION_324.0
3310121,REGION_264.0
3310122,REGION_-1.0
3310123,REGION_204.0
3310124,REGION_264.0
3310125,REGION_-1.0
3310126,REGION_299.0
3310127,REGION_231.0
3310128,REGION_269.0
3310129,REGION_512.0
3310130,REGION_436.0
3310131,REGION_-1.0
3310132,REGION_-1.0
3310133,REGION_299.0
3310134,REGION_299.0
3310135,REGION_299.0
3310136,REGION_-1.0
3310137,REGION_272.0
3310138,REGION_436.0
3310139,REGION_299.0
3310140,REGION_123.0
3310141,REGION_-1.0
3310142,REGION_315.0
3310143,REGION_-1.0
3310144,REGION_264.0
3310145,REGION_325.0
3310146,REGION_325.0
3310147,REGION_251.0
3310148,REGION_299.0
3310149,REGION_-1.0
3310150,REGION_123.0
3310151,REGION_299.0
3310152,REGION_485.0
3310153,REGION_327.0
3310154,REGION_299.0
3310155,REGION_-1.0
3310156,REGION_110.0
3310157,REGION_299.0
3310158,REGION_512.0
3310159,REGION_330.0
3310160,REGION_299.0
3310161,REGION_327.0
3310162,REGION_299.0
3310163,REGION_269.0
3310164,REGION_264.0
3310165,REGION_226.0
3310166,REGION_272.0
3310167,REGION_272.0
3310168,REGION_299.0
3310169,REGION_485.0
3310170,REGION_-1.0
3310171,REGION_204.0
3310172,REGION_299.0
3310173,REGION_184.0
3310174,REGION_299.0
3310175,REGION_184.0
3310176,REGION_327.0
3310177,REGION_356.0
3310178,REGION_325.0
3310179,REGION_-1.0
3310180,REGION_-1.0
3310181,REGION_310.0
3310182,REGION_-1.0
3310183,REGION_220.0
3310184,REGION_-1.0
3310185,REGION_191.0
3310186,REGION_310.0
3310187,REGION_204.0
3310188,REGION_325.0
3310189,REGION_264.0
3310190,REGION_337.0
3310191,REGION_-1.0
3310192,REGION_264.0
3310193,REGION_-1.0
3310194,REGION_204.0
3310195,REGION_-1.0
3310196,REGION_269.0
3310197,REGION_264.0
3310198,REGION_-1.0
3310199,REGION_204.0
3310200,REGION_441.0
3310201,REGION_315.0
3310202,REGION_264.0
3310203,REGION_204.0
3310204,REGION_143.0
3310205,REGION_204.0
3310206,REGION_143.0
3310207,REGION_264.0
3310208,REGION_512.0
3310209,REGION_-1.0
3310210,REGION_-1.0
3310211,REGION_123.0
3310212,REGION_476.0
3310213,REGION_-1.0
3310214,REGION_299.0
3310215,REGION_191.0
3310216,REGION_387.0
3310217,REGION_-1.0
3310218,REGION_143.0
3310219,REGION_143.0
3310220,REGION_327.0
3310221,REGION_325.0
3310222,REGION_299.0
3310223,REGION_181.0
3310224,REGION_310.0
3310225,REGION_126.0
3310226,REGION_512.0
3310227,REGION_325.0
3310228,REGION_126.0
3310229,REGION_299.0
3310230,REGION_-1.0
3310231,REGION_264.0
3310232,REGION_387.0
3310233,REGION_444.0
3310234,REGION_310.0
3310235,REGION_441.0
3310236,REGION_315.0
3310237,REGION_299.0
3310238,REGION_-1.0
3310239,REGION_264.0
3310240,REGION_387.0
3310241,REGION_325.0
3310242,REGION_264.0
3310243,REGION_325.0
3310244,REGION_-1.0
3310245,REGION_264.0
3310246,REGION_123.0
3310247,REGION_123.0
3310248,REGION_299.0
3310249,REGION_264.0
3310250,REGION_299.0
3310251,REGION_143.0
3310252,REGION_191.0
3310253,REGION_264.0
3310254,REGION_272.0
3310255,REGION_299.0
3310256,REGION_264.0
3310257,REGION_299.0
3310258,REGION_444.0
3310259,REGION_-1.0
3310260,REGION_299.0
3310261,REGION_299.0
3310262,REGION_325.0
3310263,REGION_264.0
3310264,REGION_143.0
3310265,REGION_441.0
3310266,REGION_264.0
3310267,REGION_-1.0
3310268,REGION_356.0
3310269,REGION_126.0
3310270,REGION_123.0
3310271,REGION_191.0
3310272,REGION_-1.0
3310273,REGION_204.0
3310274,REGION_253.0
3310275,REGION_472.0
3310276,REGION_143.0
3310277,REGION_325.0
3310278,REGION_123.0
3310279,REGION_-1.0
3310280,REGION_204.0
3310281,REGION_337.0
3310282,REGION_325.0
3310283,REGION_-1.0
3310284,REGION_123.0
3310285,REGION_299.0
3310286,REGION_264.0
3310287,REGION_325.0
3310288,REGION_299.0
3310289,REGION_123.0
3310290,REGION_498.0
3310291,REGION_485.0
3310292,REGION_-1.0
3310293,REGION_264.0
3310294,REGION_325.0
3310295,REGION_184.0
3310296,REGION_-1.0
3310297,REGION_299.0
3310298,REGION_264.0
3310299,REGION_191.0
3310300,REGION_181.0
3310301,REGION_-1.0
3310302,REGION_325.0
3310303,REGION_325.0
3310304,REGION_476.0
3310305,REGION_-1.0
3310306,REGION_264.0
3310307,REGION_299.0
3310308,REGION_269.0
3310309,REGION_299.0
3310310,REGION_-1.0
3310311,REGION_-1.0
3310312,REGION_123.0
3310313,REGION_315.0
3310314,REGION_325.0
3310315,REGION_204.0
3310316,REGION_327.0
3310317,REGION_299.0
3310318,REGION_325.0
3310319,REGION_-1.0
3310320,REGION_315.0
3310321,REGION_-1.0
3310322,REGION_476.0
3310323,REGION_204.0
3310324,REGION_264.0
3310325,REGION_264.0
3310326,REGION_226.0
3310327,REGION_299.0
3310328,REGION_-1.0
3310329,REGION_264.0
3310330,REGION_143.0
3310331,REGION_126.0
3310332,REGION_299.0
3310333,REGION_498.0
3310334,REGION_315.0
3310335,REGION_-1.0
3310336,REGION_315.0
3310337,REGION_264.0
3310338,REGION_299.0
3310339,REGION_-1.0
3310340,REGION_315.0
3310341,REGION_441.0
3310342,REGION_204.0
3310343,REGION_433.0
3310344,REGION_436.0
3310345,REGION_492.0
3310346,REGION_384.0
3310347,REGION_325.0
3310348,REGION_494.0
3310349,REGION_204.0
3310350,REGION_420.0
3310351,REGION_315.0
3310352,REGION_-1.0
3310353,REGION_-1.0
3310354,REGION_264.0
3310355,REGION_264.0
3310356,REGION_315.0
3310357,REGION_204.0
3310358,REGION_264.0
3310359,REGION_299.0
3310360,REGION_204.0
3310361,REGION_204.0
3310362,REGION_-1.0
3310363,REGION_272.0
3310364,REGION_204.0
3310365,REGION_-1.0
3310366,REGION_325.0
3310367,REGION_315.0
3310368,REGION_-1.0
3310369,REGION_-1.0
3310370,REGION_184.0
3310371,REGION_325.0
3310372,REGION_315.0
3310373,REGION_264.0
3310374,REGION_123.0
3310375,REGION_325.0
3310376,REGION_272.0
3310377,REGION_220.0
3310378,REGION_330.0
3310379,REGION_143.0
3310380,REGION_299.0
3310381,REGION_204.0
3310382,REGION_315.0
3310383,REGION_-1.0
3310384,REGION_264.0
3310385,REGION_204.0
3310386,REGION_264.0
3310387,REGION_315.0
3310388,REGION_143.0
3310389,REGION_264.0
3310390,REGION_-1.0
3310391,REGION_264.0
3310392,REGION_225.0
3310393,REGION_264.0
3310394,REGION_-1.0
3310395,REGION_123.0
3310396,REGION_433.0
3310397,REGION_184.0
3310398,REGION_315.0
3310399,REGION_441.0
3310400,REGION_436.0
3310401,REGION_220.0
3310402,REGION_264.0
3310403,REGION_315.0
3310404,REGION_299.0
3310405,REGION_476.0
3310406,REGION_315.0
3310407,REGION_315.0
3310408,REGION_264.0
3310409,REGION_272.0
3310410,REGION_191.0
3310411,REGION_-1.0
3310412,REGION_-1.0
3310413,REGION_231.0
3310414,REGION_264.0
3310415,REGION_485.0
3310416,REGION_299.0
3310417,REGION_512.0
3310418,REGION_420.0
3310419,REGION_469.0
3310420,REGION_469.0
3310421,REGION_315.0
3310422,REGION_299.0
3310423,REGION_143.0
3310424,REGION_299.0
3310425,REGION_492.0
3310426,REGION_272.0
3310427,REGION_-1.0
3310428,REGION_264.0
3310429,REGION_264.0
3310430,REGION_123.0
3310431,REGION_126.0
3310432,REGION_299.0
3310433,REGION_251.0
3310434,REGION_310.0
3310435,REGION_299.0
3310436,REGION_264.0
3310437,REGION_299.0
3310438,REGION_122.0
3310439,REGION_485.0
3310440,REGION_181.0
3310441,REGION_-1.0
3310442,REGION_-1.0
3310443,REGION_299.0
3310444,REGION_272.0
3310445,REGION_204.0
3310446,REGION_-1.0
3310447,REGION_123.0
3310448,REGION_204.0
3310449,REGION_-1.0
3310450,REGION_476.0
3310451,REGION_476.0
3310452,REGION_-1.0
3310453,REGION_325.0
3310454,REGION_343.0
3310455,REGION_-1.0
3310456,REGION_512.0
3310457,REGION_191.0
3310458,REGION_343.0
3310459,REGION_-1.0
3310460,REGION_343.0
3310461,REGION_343.0
3310462,REGION_325.0
3310463,REGION_325.0
3310464,REGION_299.0
3310465,REGION_-1.0
3310466,REGION_299.0
3310467,REGION_343.0
3310468,REGION_485.0
3310469,REGION_343.0
3310470,REGION_330.0
3310471,REGION_325.0
3310472,REGION_444.0
3310473,REGION_299.0
3310474,REGION_264.0
3310475,REGION_343.0
3310476,REGION_126.0
3310477,REGION_299.0
3310478,REGION_420.0
3310479,REGION_-1.0
3310480,REGION_181.0
3310481,REGION_231.0
3310482,REGION_325.0
3310483,REGION_264.0
3310484,REGION_325.0
3310485,REGION_264.0
3310486,REGION_299.0
3310487,REGION_325.0
3310488,REGION_485.0
3310489,REGION_441.0
3310490,REGION_-1.0
3310491,REGION_299.0
3310492,REGION_203.0
3310493,REGION_469.0
3310494,REGION_203.0
3310495,REGION_-1.0
3310496,REGION_315.0
3310497,REGION_330.0
3310498,REGION_-1.0
3310499,REGION_325.0
3310500,REGION_299.0
3310501,REGION_181.0
3310502,REGION_122.0
3310503,REGION_122.0
3310504,REGION_315.0
3310505,REGION_181.0
3310506,REGION_272.0
3310507,REGION_123.0
3310508,REGION_299.0
3310509,REGION_325.0
3310510,REGION_-1.0
3310511,REGION_315.0
3310512,REGION_-1.0
3310513,REGION_337.0
3310514,REGION_325.0
3310515,REGION_299.0
3310516,REGION_299.0
3310517,REGION_387.0
3310518,REGION_325.0
3310519,REGION_325.0
3310520,REGION_170.0
3310521,REGION_325.0
3310522,REGION_181.0
3310523,REGION_299.0
3310524,REGION_181.0
3310525,REGION_420.0
3310526,REGION_448.0
3310527,REGION_494.0
3310528,REGION_184.0
3310529,REGION_203.0
3310530,REGION_469.0
3310531,REGION_264.0
3310532,REGION_177.0
3310533,REGION_325.0
3310534,REGION_325.0
3310535,REGION_494.0
3310536,REGION_472.0
3310537,REGION_204.0
3310538,REGION_253.0
3310539,REGION_-1.0
3310540,REGION_485.0
3310541,REGION_315.0
3310542,REGION_476.0
3310543,REGION_325.0
3310544,REGION_330.0
3310545,REGION_184.0
3310546,REGION_272.0
3310547,REGION_330.0
3310548,REGION_325.0
3310549,REGION_472.0
3310550,REGION_325.0
3310551,REGION_296.0
3310552,REGION_325.0
3310553,REGION_126.0
3310554,REGION_472.0
3310555,REGION_485.0
3310556,REGION_337.0
3310557,REGION_204.0
3310558,REGION_299.0
3310559,REGION_325.0
3310560,REGION_502.0
3310561,REGION_264.0
3310562,REGION_441.0
3310563,REGION_126.0
3310564,REGION_299.0
3310565,REGION_315.0
3310566,REGION_204.0
3310567,REGION_441.0
3310568,REGION_325.0
3310569,REGION_191.0
3310570,REGION_226.0
3310571,REGION_325.0
3310572,REGION_315.0
3310573,REGION_315.0
3310574,REGION_299.0
3310575,REGION_384.0
3310576,REGION_204.0
3310577,REGION_204.0
3310578,REGION_441.0
3310579,REGION_264.0
3310580,REGION_203.0
3310581,REGION_123.0
3310582,REGION_337.0
3310583,REGION_204.0
3310584,REGION_269.0
3310585,REGION_325.0
3310586,REGION_143.0
3310587,REGION_330.0
3310588,REGION_330.0
3310589,REGION_204.0
3310590,REGION_181.0
3310591,REGION_315.0
3310592,REGION_-1.0
3310593,REGION_315.0
3310594,REGION_485.0
3310595,REGION_325.0
3310596,REGION_325.0
3310597,REGION_330.0
3310598,REGION_204.0
3310599,REGION_476.0
3310600,REGION_485.0
3310601,REGION_325.0
3310602,REGION_330.0
3310603,REGION_123.0
3310604,REGION_204.0
3310605,REGION_494.0
3310606,REGION_327.0
3310607,REGION_315.0
3310608,REGION_494.0
3310609,REGION_472.0
3310610,REGION_264.0
3310611,REGION_204.0
3310612,REGION_325.0
3310613,REGION_325.0
3310614,REGION_325.0
3310615,REGION_324.0
3310616,REGION_204.0
3310617,REGION_494.0
3310618,REGION_205.0
3310619,REGION_337.0
3310620,REGION_441.0
3310621,REGION_441.0
3310622,REGION_126.0
3310623,REGION_441.0
3310624,REGION_476.0
3310625,REGION_264.0
3310626,REGION_330.0
3310627,REGION_231.0
3310628,REGION_325.0
3310629,REGION_436.0
3310630,REGION_476.0
3310631,REGION_325.0
3310632,REGION_441.0
3310633,REGION_204.0
3310634,REGION_441.0
3310635,REGION_170.0
3310636,REGION_143.0
3310637,REGION_330.0
3310638,REGION_191.0
3310639,REGION_226.0
3310640,REGION_433.0
3310641,REGION_191.0
3310642,REGION_441.0
3310643,REGION_299.0
3310644,REGION_387.0
3310645,REGION_-1.0
3310646,REGION_-1.0
3310647,REGION_272.0
3310648,REGION_269.0
3310649,REGION_325.0
3310650,REGION_143.0
3310651,REGION_325.0
3310652,REGION_315.0
3310653,REGION_387.0
3310654,REGION_191.0
3310655,REGION_191.0
3310656,REGION_325.0
3310657,REGION_204.0
3310658,REGION_184.0
3310659,REGION_441.0
3310660,REGION_299.0
3310661,REGION_123.0
3310662,REGION_485.0
3310663,REGION_325.0
3310664,REGION_126.0
3310665,REGION_485.0
3310666,REGION_330.0
3310667,REGION_264.0
3310668,REGION_251.0
3310669,REGION_337.0
